NumberOfAnonymousClasses_count;NumberOfAssignments_count;NumberOfStringLiterals_75%;NumberOfParenthesizedExps_max;Returns_25%;NumberOfParenthesizedExps_25%;NumberOfTryCatch_min;NumberOfVariables_count;NumberOfLambdas_25%;NumberOfStringLiterals_50%;RFC_std;NumberOfTryCatch_mean;RFC_mean;CBO_75%;WMC_CK_count;NumberOfParameters_CK_count;NumberOfComparisons_75%;IsConstructor_unique;Returns_std;NumberOfLambdas_count;NumberOfLogStatements_max;NumberOfInnerClasses_count;MaxNumberOfNestedBlocks_std;NumberOfUniqueWords_std;NumberOfMathOperations_25%;IsConstructor_count;NumberOfParameters_CK_min;NumberOfStringLiterals_max;Returns_min;LOCMethod_CK_50%;NumberOfTryCatch_50%;NumberOfAssignments_std;NumberOfUniqueWords_mean;NumberOfInnerClasses_mean;NumberOfLambdas_50%;NumberOfParenthesizedExps_std;NumberOfAssignments_75%;NumberOfNumbers_75%;NumberOfInnerClasses_25%;WMC_CK_max;NumberOfTryCatch_25%;NumberOfMathOperations_mean;WMC_CK_50%;NumberOfModifiers_25%;NumberOfMathOperations_max;NumberOfVariables_std;NumberOfAssignments_max;NumberOfComparisons_std;WMC_CK_min;NumberOfLambdas_75%;RFC_75%;NumberOfLogStatements_25%;NumberOfLoops_25%;NumberOfStringLiterals_min;LOCMethod_CK_std;NumberOfAnonymousClasses_max;NumberOfComparisons_max;NumberOfStringLiterals_mean;CBO_count;RFC_count;NumberOfLogStatements_50%;NumberOfModifiers_std;WMC_CK_25%;LOCMethod_CK_75%;NumberOfParameters_CK_75%;LOCMethod_CK_25%;NumberOfParameters_CK_max;NumberOfLambdas_max;NumberOfAnonymousClasses_min;LOCMethod_CK_max;NumberOfAssignments_min;NumberOfLoops_max;RFC_50%;IsConstructor_top;NumberOfLoops_mean;NumberOfAnonymousClasses_mean;NumberOfVariables_25%;NumberOfParameters_CK_mean;NumberOfNumbers_std;LOCMethod_CK_min;NumberOfAssignments_mean;NumberOfModifiers_75%;NumberOfNumbers_max;MaxNumberOfNestedBlocks_75%;Bugged;NumberOfAnonymousClasses_50%;RFC_max;NumberOfModifiers_min;NumberOfNumbers_count;NumberOfStringLiterals_std;NumberOfLogStatements_mean;NumberOfTryCatch_75%;CBO_max;NumberOfLambdas_mean;NumberOfStringLiterals_25%;WMC_CK_mean;NumberOfAnonymousClasses_std;NumberOfUniqueWords_max;NumberOfLoops_50%;NumberOfInnerClasses_max;NumberOfTryCatch_std;NumberOfModifiers_max;NumberOfMathOperations_std;NumberOfLoops_count;NumberOfModifiers_50%;NumberOfParenthesizedExps_75%;NumberOfLoops_min;Returns_75%;MaxNumberOfNestedBlocks_mean;NumberOfMathOperations_50%;NumberOfNumbers_min;NumberOfParenthesizedExps_50%;NumberOfParenthesizedExps_mean;MaxNumberOfNestedBlocks_count;NumberOfVariables_50%;NumberOfComparisons_mean;NumberOfUniqueWords_25%;CBO_25%;RFC_min;WMC_CK_std;NumberOfParameters_CK_std;NumberOfAnonymousClasses_75%;NumberOfStringLiterals_count;MaxNumberOfNestedBlocks_max;Returns_max;LOCMethod_CK_count;NumberOfMathOperations_min;NumberOfParenthesizedExps_min;NumberOfComparisons_min;NumberOfInnerClasses_min;NumberOfModifiers_mean;NumberOfUniqueWords_count;NumberOfLogStatements_std;LOCMethod_CK_mean;NumberOfParameters_CK_50%;NumberOfComparisons_50%;NumberOfAssignments_50%;NumberOfNumbers_mean;MaxNumberOfNestedBlocks_50%;NumberOfVariables_mean;NumberOfInnerClasses_50%;NumberOfTryCatch_count;CBO_mean;NumberOfAssignments_25%;NumberOfLogStatements_75%;NumberOfNumbers_25%;NumberOfUniqueWords_75%;MaxNumberOfNestedBlocks_min;Returns_count;CBO_50%;Returns_mean;NumberOfModifiers_count;WMC_CK_75%;NumberOfVariables_max;NumberOfLogStatements_count;IsConstructor_freq;NumberOfVariables_min;NumberOfLoops_75%;NumberOfVariables_75%;NumberOfComparisons_count;NumberOfTryCatch_max;NumberOfComparisons_25%;NumberOfAnonymousClasses_25%;NumberOfMathOperations_count;MaxNumberOfNestedBlocks_25%;NumberOfUniqueWords_50%;NumberOfLogStatements_min;NumberOfNumbers_50%;NumberOfInnerClasses_std;NumberOfInnerClasses_75%;NumberOfParameters_CK_25%;NumberOfLambdas_std;NumberOfParenthesizedExps_count;NumberOfLoops_std;CBO_min;RFC_25%;NumberOfLambdas_min;CBO_std;Returns_50%;NumberOfUniqueWords_min;NumberOfMathOperations_75%
5.0;5.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;3.049590136395381;0.2;1.6;4.0;5.0;5.0;0.0;1.0;0.4472135954999579;5.0;0.0;5.0;0.4472135954999579;7.463243262818116;0.0;5.0;0.0;2.0;0.0;1.0;0.0;2.23606797749979;12.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.3416407864998738;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.215361924162119;0.0;0.0;1.4;5.0;5.0;0.0;3.9370039370059056;1.0;3.0;0.0;1.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.2;0.0;1.0;1.0;1.0;0.0;0.0;False;0.0;7.0;0.0;5.0;0.8944271909999159;0.0;0.0;8.0;0.0;1.0;1.2;0.0;25.0;0.0;0.0;0.4472135954999579;9.0;0.0;5.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;5.0;0.0;0.0;7.0;1.0;0.0;0.4472135954999579;0.4472135954999579;0.0;5.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.6;0.0;5.0;3.0;0.0;0.0;0.0;12.0;0.0;5.0;1.0;0.2;5.0;1.0;3.0;5.0;5.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;3.0822070014844885;0.0;7.0;0.0
5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4.086563348340509;0.2;3.2;3.0;5.0;5.0;1.0;2.0;0.0;5.0;0.0;5.0;1.8165902124584952;24.480604567698077;0.0;5.0;0.0;7.0;0.0;10.0;0.0;3.911521443121589;19.6;0.0;0.0;0.0;3.0;0.0;0.0;10.0;0.0;0.6;2.0;1.0;3.0;2.23606797749979;9.0;1.7320508075688772;1.0;0.0;4.0;0.0;0.0;0.0;14.017845768876187;0.0;4.0;1.4;5.0;5.0;0.0;0.5477225575051661;1.0;12.0;3.0;3.0;4.0;0.0;0.0;37.0;0.0;1.0;1.0;False;0.4;0.0;0.0;2.0;0.4472135954999579;3.0;2.4;2.0;1.0;3.0;False;0.0;10.0;1.0;5.0;3.130495168499705;0.0;0.0;4.0;0.0;0.0;3.6;0.0;62.0;0.0;0.0;0.4472135954999581;2.0;1.3416407864998738;5.0;1.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;5.0;0.0;1.0;4.0;1.0;0.0;3.781534080237808;1.8708286933869709;0.0;5.0;4.0;0.0;5.0;0.0;0.0;0.0;0.0;1.4;5.0;0.0;13.0;3.0;0.0;0.0;0.2;1.0;1.0;0.0;5.0;2.2;0.0;0.0;0.0;19.0;0.0;5.0;2.0;0.0;5.0;4.0;5.0;5.0;4.0;0.0;1.0;0.0;5.0;1.0;0.0;0.0;5.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.5477225575051662;1.0;1.0;0.0;1.3038404810405295;0.0;4.0;0.0
6.0;6.0;2.75;0.0;0.0;0.0;0.0;6.0;0.0;2.0;3.2093613071762426;0.16666666666666666;1.5;3.5;6.0;6.0;0.0;1.0;0.40824829046386296;6.0;0.0;6.0;0.40824829046386296;6.54217089351845;0.0;6.0;0.0;3.0;0.0;1.0;0.0;2.041241452319315;14.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.224744871391589;5.0;0.0;1.0;0.0;0.75;0.0;0.0;0.0;4.802776974487434;0.0;0.0;1.8333333333333333;6.0;6.0;0.0;3.614784456460256;1.0;2.5;0.0;1.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.16666666666666666;0.0;1.0;0.8333333333333334;0.75;0.0;0.0;False;0.0;8.0;0.0;6.0;1.1690451944500122;0.0;0.0;8.0;0.0;1.25;1.1666666666666667;0.0;26.0;0.0;0.0;0.40824829046386296;9.0;0.0;6.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;6.0;0.0;0.0;10.0;1.25;0.0;0.40824829046386296;0.40824829046386296;0.0;6.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;1.6666666666666667;6.0;0.0;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.5;0.0;6.0;3.0;0.0;0.0;0.0;15.75;0.0;6.0;2.0;0.16666666666666666;6.0;1.0;3.0;6.0;6.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;6.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;2.683281572999748;0.0;9.0;0.0
5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.3021728866442674;0.2;2.6;1.0;5.0;5.0;0.0;2.0;0.8944271909999161;5.0;0.0;5.0;1.0;17.838161340227867;0.0;5.0;0.0;2.0;0.0;10.0;0.0;5.412947441089743;15.8;0.0;0.0;0.0;3.0;2.0;0.0;6.0;0.0;0.4;2.0;1.0;1.0;1.7320508075688772;13.0;1.3416407864998738;1.0;0.0;4.0;0.0;0.0;0.0;8.5848704125339;0.0;3.0;0.4;5.0;5.0;0.0;0.5477225575051661;1.0;11.0;1.0;3.0;3.0;0.0;0.0;24.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.8;1.4142135623730951;3.0;3.6;2.0;3.0;2.0;False;0.0;6.0;1.0;5.0;0.8944271909999159;0.0;0.0;3.0;0.0;0.0;2.6;0.0;46.0;0.0;0.0;0.4472135954999581;2.0;0.5477225575051662;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.6;4.0;1.0;1.0;2.073644135332772;1.30384048104053;0.0;5.0;2.0;2.0;5.0;0.0;0.0;0.0;0.0;1.4;5.0;0.0;10.2;0.0;0.0;2.0;1.0;1.0;1.0;0.0;5.0;1.2;0.0;0.0;0.0;18.0;0.0;5.0;1.0;0.4;5.0;3.0;4.0;5.0;4.0;0.0;0.0;1.0;5.0;1.0;0.0;0.0;5.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0954451150103324;0.0;4.0;1.0
5.0;5.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;3.049590136395381;0.2;1.6;4.0;5.0;5.0;0.0;1.0;0.4472135954999579;5.0;0.0;5.0;0.4472135954999579;8.167006795638168;0.0;5.0;0.0;3.0;0.0;1.0;0.0;2.683281572999748;13.2;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.7888543819998317;6.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5.656854249492381;0.0;0.0;1.6;5.0;5.0;0.0;3.9370039370059056;1.0;3.0;0.0;1.0;1.0;0.0;0.0;14.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.2;0.0;1.0;1.2;1.0;0.0;0.0;False;0.0;7.0;0.0;5.0;1.1401754250991378;0.0;0.0;8.0;0.0;1.0;1.2;0.0;27.0;0.0;0.0;0.4472135954999579;9.0;0.0;5.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;5.0;0.0;0.0;8.0;1.0;0.0;0.4472135954999579;0.4472135954999579;0.0;5.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;5.0;3.2;0.0;0.0;0.0;14.0;0.0;5.0;2.0;0.2;5.0;1.0;4.0;5.0;5.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;2.949576240750525;0.0;7.0;0.0
16.0;16.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;7.060453243241541;0.0625;2.125;1.0;16.0;16.0;0.0;2.0;0.7745966692414834;16.0;0.0;16.0;2.247220505424423;11.38932248497103;0.0;16.0;0.0;13.0;0.0;3.0;0.0;7.143470211785492;6.875;0.0;0.0;0.0;1.0;0.0;0.0;29.0;0.0;0.1875;1.0;1.0;3.0;3.75;29.0;1.7511900715418265;1.0;0.0;0.0;0.0;0.0;0.0;23.722001039822363;0.0;7.0;0.9375;16.0;16.0;0.0;0.0;1.0;3.0;1.0;3.0;4.0;0.0;0.0;98.0;0.0;5.0;0.0;False;0.4375;0.0;0.0;0.625;2.4958298553119898;3.0;2.3125;1.0;10.0;0.0;False;0.0;28.0;1.0;16.0;3.255124165578532;0.0;0.0;4.0;0.0;0.0;2.9375;0.0;49.0;0.0;0.0;0.25;1.0;0.75;16.0;1.0;0.0;0.0;1.0;0.625;0.0;0.0;0.0;0.0;16.0;0.0;0.5;3.0;0.0;0.0;6.990171671711646;1.02469507659596;0.0;16.0;9.0;3.0;16.0;0.0;0.0;0.0;0.0;1.0;16.0;0.0;9.75;0.0;0.0;0.5;0.6875;0.0;1.0625;0.0;16.0;0.5625;0.0;0.0;0.0;4.0;0.0;16.0;0.0;0.75;16.0;1.0;15.0;16.0;15.0;0.0;0.0;0.0;16.0;1.0;0.0;0.0;16.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;16.0;1.3149778198382918;0.0;0.0;0.0;1.0935416468216166;1.0;3.0;0.0
3.0;3.0;4.5;0.0;0.5;0.0;0.0;3.0;0.0;0.0;5.196152422706632;0.0;3.0;1.0;3.0;3.0;0.5;1.0;0.5773502691896258;3.0;0.0;3.0;0.5773502691896258;5.773502691896257;0.0;3.0;0.0;9.0;0.0;3.0;0.0;1.0;6.333333333333332;0.0;0.0;0.0;1.5;0.5;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.1547005383792517;2.0;0.5773502691896258;1.0;0.0;4.5;0.0;0.0;0.0;4.618802153517007;0.0;1.0;3.0;3.0;3.0;0.0;0.0;1.0;7.0;0.5;3.0;1.0;0.0;0.0;11.0;0.0;1.0;0.0;False;0.3333333333333333;0.0;0.0;0.3333333333333333;0.5773502691896258;3.0;1.0;1.0;1.0;0.5;False;0.0;9.0;1.0;3.0;5.196152422706632;0.0;0.0;2.0;0.0;0.0;1.6666666666666667;0.0;13.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;3.0;0.0;0.3333333333333333;3.0;0.0;0.0;1.1547005383792517;0.5773502691896258;0.0;3.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;5.666666666666668;0.0;0.0;1.0;0.3333333333333333;0.0;0.6666666666666666;0.0;3.0;0.6666666666666666;0.5;0.0;0.0;8.0;0.0;3.0;0.0;0.6666666666666666;3.0;2.0;2.0;3.0;3.0;0.0;0.5;1.0;3.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5773502691896258;0.0;0.0;0.0;1.1547005383792517;1.0;3.0;0.0
2.0;2.0;0.0;0.0;0.25;0.0;0.0;2.0;0.0;0.0;0.7071067811865476;0.0;1.5;1.0;2.0;2.0;0.0;1.0;0.7071067811865476;2.0;0.0;2.0;0.0;1.4142135623730951;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;3.0;0.75;3.0;1.0;0.0;0.0;3.0;0.0;0.0;1.5;False;0.0;0.0;0.0;0.5;0.0;3.0;0.0;1.0;0.0;0.0;False;0.0;2.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.5;1.0;1.0;0.0;0.7071067811865476;0.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;3.5;0.0;2.0;1.0;0.5;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.25;0.0;2.0;0.0;1.0;1.25;0.0;0.0;0.5;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9.0;9.0;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;5.967504596656054;0.0;2.1111111111111107;0.0;9.0;9.0;0.0;1.0;2.554951619459315;9.0;0.0;9.0;1.3333333333333337;8.470537173048708;0.0;9.0;0.0;11.0;0.0;3.0;0.0;9.439868172337533;6.666666666666668;0.0;0.0;0.0;1.0;0.0;0.0;12.0;0.0;1.1111111111111112;1.0;1.0;9.0;9.333333333333332;29.0;0.4409585518440984;1.0;0.0;0.0;0.0;0.0;0.0;26.884010117540132;0.0;1.0;1.7777777777777777;9.0;9.0;0.0;0.4409585518440984;1.0;4.0;1.0;3.0;3.0;0.0;0.0;84.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1.0;9.0;3.0;3.888888888888889;1.0;27.0;0.0;False;0.0;18.0;1.0;9.0;3.7006005518624185;0.0;0.0;3.0;0.0;0.0;2.333333333333333;0.0;29.0;0.0;0.0;0.0;2.0;2.976761849915292;9.0;1.0;0.0;0.0;1.0;0.5555555555555556;0.0;0.0;0.0;0.0;9.0;0.0;0.2222222222222222;3.0;0.0;0.0;3.6400549446402586;0.8660254037844386;0.0;9.0;4.0;8.0;9.0;0.0;0.0;0.0;0.0;1.2222222222222223;9.0;0.0;12.333333333333336;1.0;0.0;1.0;3.0;0.0;3.111111111111111;0.0;9.0;0.3333333333333333;0.0;0.0;0.0;4.0;0.0;9.0;0.0;1.4444444444444444;9.0;1.0;28.0;9.0;9.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;9.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.9999999999999998;1.0;3.0;0.0
1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;False;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0
2.0;2.0;1.0;0.0;0.25;0.0;0.0;2.0;0.0;1.0;2.8284271247461903;0.0;3.0;8.5;2.0;2.0;0.0;1.0;0.7071067811865476;2.0;0.0;2.0;0.0;2.8284271247461903;0.0;2.0;0.0;1.0;0.0;4.0;0.0;1.4142135623730951;9.0;0.0;0.0;0.0;1.5;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;1.4142135623730951;2.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0;1.4142135623730951;0.0;0.0;1.0;2.0;2.0;0.0;5.656854249492381;1.0;4.5;0.75;3.5;1.0;0.0;0.0;5.0;0.0;0.0;3.0;False;0.0;0.0;0.5;0.5;0.0;3.0;1.0;7.0;0.0;0.0;False;0.0;5.0;1.0;2.0;0.0;0.0;0.0;10.0;0.0;1.0;1.0;0.0;11.0;0.0;0.0;0.0;9.0;0.0;2.0;5.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;8.0;5.5;1.0;0.0;0.7071067811865476;0.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;4.0;0.5;0.0;1.0;0.0;0.0;1.0;0.0;2.0;7.0;0.5;0.0;0.0;10.0;0.0;2.0;7.0;0.5;2.0;1.0;2.0;2.0;2.0;0.0;0.0;1.5;2.0;0.0;0.0;0.0;2.0;0.0;9.0;0.0;0.0;0.0;0.0;0.25;0.0;2.0;0.0;4.0;2.0;0.0;4.242640687119285;0.5;7.0;0.0
1.0;1.0;10.0;0.0;5.0;0.0;0.0;1.0;0.0;10.0;0.0;0.0;10.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;1.0;2.0;10.0;5.0;39.0;0.0;0.0;21.0;0.0;0.0;0.0;13.0;9.0;0.0;8.0;0.0;8.0;8.0;9.0;8.0;0.0;13.0;0.0;8.0;0.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;10.0;1.0;1.0;0.0;0.0;8.0;39.0;2.0;39.0;2.0;0.0;0.0;39.0;13.0;2.0;10.0;False;2.0;0.0;8.0;2.0;0.0;39.0;13.0;9.0;9.0;4.0;False;0.0;10.0;9.0;1.0;0.0;0.0;0.0;1.0;0.0;10.0;8.0;0.0;21.0;2.0;0.0;0.0;9.0;0.0;1.0;9.0;0.0;2.0;5.0;4.0;8.0;9.0;0.0;0.0;1.0;8.0;0.0;21.0;1.0;10.0;0.0;0.0;0.0;1.0;4.0;5.0;1.0;8.0;0.0;0.0;0.0;9.0;1.0;0.0;39.0;2.0;0.0;13.0;9.0;4.0;8.0;0.0;1.0;1.0;13.0;0.0;9.0;21.0;4.0;1.0;1.0;5.0;1.0;8.0;8.0;1.0;1.0;8.0;2.0;8.0;1.0;0.0;0.0;0.0;1.0;4.0;21.0;0.0;9.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;10.0;0.0;0.0;5.0;21.0;8.0
3.0;3.0;3.5;1.0;0.5;0.0;0.0;3.0;0.0;0.0;4.618802153517007;0.3333333333333333;3.6666666666666665;1.5;3.0;3.0;0.5;2.0;0.5773502691896258;3.0;0.0;3.0;2.6457513110645907;7.505553499465135;0.0;3.0;1.0;7.0;0.0;5.0;0.0;3.4641016151377544;13.333333333333336;0.0;0.0;0.5773502691896258;4.0;1.0;0.0;10.0;0.0;0.3333333333333333;1.0;5.0;1.0;2.6457513110645907;7.0;0.5773502691896258;1.0;0.0;5.0;0.0;0.0;0.0;18.502252115170556;0.0;1.0;2.333333333333333;3.0;3.0;0.0;4.618802153517007;1.0;20.5;1.0;4.0;1.0;0.0;0.0;36.0;1.0;1.0;1.0;False;0.3333333333333333;0.0;0.5;1.0;1.1547005383792517;3.0;3.0;9.0;2.0;3.0;False;0.0;9.0;1.0;3.0;4.0414518843273814;0.0;0.5;2.0;0.0;0.0;4.0;0.0;21.0;0.0;0.0;0.5773502691896258;9.0;0.5773502691896258;3.0;9.0;0.5;0.0;1.0;2.0;0.0;0.0;0.0;0.3333333333333333;3.0;1.0;0.3333333333333333;9.5;0.5;1.0;5.196152422706632;0.0;0.0;3.0;5.0;1.0;3.0;0.0;0.0;0.0;0.0;6.333333333333332;3.0;0.0;14.666666666666664;1.0;0.0;1.0;0.6666666666666666;1.0;2.0;0.0;3.0;1.0;1.0;0.0;0.0;17.0;0.0;3.0;1.0;0.6666666666666666;3.0;5.5;5.0;3.0;2.0;0.0;0.5;3.0;3.0;1.0;0.0;0.0;3.0;0.5;13.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.5773502691896258;0.0;1.0;0.0;1.0;1.0;6.0;0.5
