RFC_min;NumberOfParameters_CK_75%;NumberOfLambdas_min;RFC_count;Returns_75%;NumberOfMathOperations_min;WMC_CK_mean;NumberOfParameters_CK_std;NumberOfLoops_25%;NumberOfParameters_CK_max;NumberOfParenthesizedExps_25%;Returns_std;CBO_75%;NumberOfTryCatch_25%;NumberOfUniqueWords_max;NumberOfVariables_75%;CBO_50%;WMC_CK_25%;NumberOfAnonymousClasses_count;MaxNumberOfNestedBlocks_mean;WMC_CK_min;NumberOfModifiers_75%;LOCMethod_CK_25%;Returns_25%;CBO_25%;NumberOfMathOperations_max;LOCMethod_CK_mean;NumberOfAnonymousClasses_50%;Returns_min;NumberOfParameters_CK_25%;WMC_CK_50%;NumberOfLoops_max;NumberOfParameters_CK_count;NumberOfMathOperations_75%;NumberOfLambdas_std;NumberOfNumbers_max;IsConstructor_top;NumberOfNumbers_std;MaxNumberOfNestedBlocks_75%;MaxNumberOfNestedBlocks_min;NumberOfAnonymousClasses_std;NumberOfAssignments_min;NumberOfUniqueWords_25%;NumberOfMathOperations_mean;NumberOfAssignments_std;NumberOfParameters_CK_50%;NumberOfStringLiterals_50%;NumberOfComparisons_50%;NumberOfAssignments_25%;NumberOfComparisons_25%;NumberOfVariables_min;NumberOfLogStatements_50%;Returns_count;RFC_50%;NumberOfTryCatch_mean;NumberOfComparisons_std;NumberOfModifiers_25%;NumberOfAssignments_count;NumberOfStringLiterals_25%;NumberOfParameters_CK_min;NumberOfLambdas_25%;NumberOfAnonymousClasses_75%;NumberOfInnerClasses_mean;RFC_mean;NumberOfLoops_50%;NumberOfParenthesizedExps_75%;IsConstructor_freq;NumberOfInnerClasses_25%;NumberOfTryCatch_max;NumberOfParenthesizedExps_50%;NumberOfInnerClasses_max;NumberOfVariables_count;NumberOfComparisons_count;LOCMethod_CK_75%;CBO_count;NumberOfParenthesizedExps_count;NumberOfComparisons_max;NumberOfComparisons_min;NumberOfLoops_count;NumberOfVariables_std;NumberOfNumbers_75%;CBO_min;Bugged;MaxNumberOfNestedBlocks_50%;NumberOfMathOperations_50%;CBO_std;NumberOfAnonymousClasses_mean;NumberOfNumbers_25%;NumberOfModifiers_count;NumberOfUniqueWords_50%;NumberOfAnonymousClasses_25%;Returns_max;LOCMethod_CK_max;NumberOfLambdas_count;CBO_mean;NumberOfNumbers_count;NumberOfUniqueWords_mean;WMC_CK_count;NumberOfModifiers_min;Returns_mean;NumberOfStringLiterals_min;NumberOfParenthesizedExps_max;NumberOfStringLiterals_max;MaxNumberOfNestedBlocks_25%;WMC_CK_max;LOCMethod_CK_50%;NumberOfNumbers_mean;NumberOfInnerClasses_50%;NumberOfModifiers_max;NumberOfLogStatements_count;NumberOfStringLiterals_mean;NumberOfTryCatch_75%;RFC_25%;NumberOfTryCatch_count;NumberOfStringLiterals_std;Returns_50%;CBO_max;RFC_std;NumberOfParenthesizedExps_mean;NumberOfLogStatements_75%;WMC_CK_75%;IsConstructor_unique;NumberOfStringLiterals_count;LOCMethod_CK_count;NumberOfAssignments_mean;NumberOfModifiers_mean;NumberOfAssignments_max;NumberOfVariables_max;NumberOfLambdas_max;NumberOfParameters_CK_mean;NumberOfLogStatements_mean;NumberOfTryCatch_50%;NumberOfAnonymousClasses_min;NumberOfInnerClasses_count;NumberOfParenthesizedExps_min;LOCMethod_CK_min;WMC_CK_std;NumberOfStringLiterals_75%;NumberOfUniqueWords_min;RFC_75%;RFC_max;NumberOfNumbers_min;NumberOfModifiers_std;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_std;NumberOfVariables_50%;NumberOfComparisons_75%;NumberOfLogStatements_min;NumberOfMathOperations_count;NumberOfLambdas_50%;NumberOfInnerClasses_min;NumberOfTryCatch_min;NumberOfInnerClasses_std;NumberOfUniqueWords_75%;NumberOfLambdas_mean;NumberOfLogStatements_25%;NumberOfAssignments_75%;MaxNumberOfNestedBlocks_std;NumberOfLambdas_75%;IsConstructor_count;NumberOfLogStatements_std;NumberOfNumbers_50%;NumberOfVariables_mean;NumberOfUniqueWords_std;NumberOfLogStatements_max;NumberOfComparisons_mean;MaxNumberOfNestedBlocks_count;NumberOfParenthesizedExps_std;NumberOfLoops_std;NumberOfLoops_mean;NumberOfAssignments_50%;NumberOfUniqueWords_count;NumberOfMathOperations_std;NumberOfVariables_25%;LOCMethod_CK_std;NumberOfModifiers_50%;NumberOfMathOperations_25%;NumberOfLoops_min;NumberOfInnerClasses_75%;NumberOfAnonymousClasses_max;NumberOfLoops_75%
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.5;0.0;4.0;0.5;0.0;1.25;1.2583057392117916;0.0;3.0;0.0;1.0;5.5;0.0;10.0;1.0;2.5;1.0;4.0;0.25;1.0;3.0;3.75;0.0;1.0;0.0;7.5;0.0;0.0;0.75;1.0;0.0;4.0;0.0;0.0;3.0;False;1.5;0.25;0.0;0.5;0.0;5.0;0.0;0.5773502691896257;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;1.0;4.0;0.75;0.0;0.0;0.25;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;9.75;4.0;4.0;0.0;0.0;4.0;0.5773502691896257;0.75;1.0;True;0.0;0.0;4.242640687119285;0.25;0.0;4.0;6.0;0.0;2.0;15.0;4.0;4.0;4.0;6.0;4.0;1.0;0.5;0.0;0.0;2.0;0.0;2.0;6.0;0.75;0.0;9.0;4.0;1.0;0.0;2.5;4.0;0.8164965809277259;0.0;10.0;3.4641016151377544;0.0;0.0;1.25;1.0;4.0;4.0;0.5;3.0;1.0;1.0;0.0;1.25;0.0;0.0;0.0;4.0;0.0;3.0;0.5;1.25;2.0;4.5;9.0;0.0;4.0;1.0;0.0;0.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;0.5;0.0;4.0;0.0;0.0;0.5;3.2659863237109037;0.0;0.0;4.0;0.0;0.0;0.0;0.5;4.0;0.0;0.0;5.446711546122731;1.0;0.0;0.0;0.0;1.0;0.0
1.0;2.0;0.0;9.0;0.0;0.0;1.5555555555555556;1.224744871391589;0.0;3.0;0.0;0.4409585518440984;5.0;0.0;21.0;1.0;4.0;1.0;9.0;0.5555555555555556;1.0;1.0;3.0;0.0;2.0;0.0;6.333333333333332;0.0;0.0;0.0;1.0;2.0;9.0;0.0;0.0;3.0;False;1.0;0.0;0.0;0.3333333333333333;0.0;10.0;0.0;1.0137937550497034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;3.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;4.333333333333333;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;9.0;9.0;9.0;0.0;0.0;9.0;1.0137937550497034;0.0;1.0;True;0.0;0.0;1.7159383568311668;0.1111111111111111;0.0;9.0;10.0;0.0;1.0;16.0;9.0;3.7777777777777777;9.0;10.777777777777779;9.0;1.0;0.2222222222222222;0.0;0.0;4.0;0.0;4.0;3.0;0.3333333333333333;0.0;10.0;9.0;0.5555555555555556;0.0;3.0;9.0;1.3333333333333337;0.0;6.0;2.39791576165636;0.0;0.0;1.0;1.0;9.0;9.0;0.5555555555555556;3.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;9.0;0.0;3.0;1.1303883305208782;0.0;1.0;6.0;9.0;0.0;3.9686269665968865;3.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;1.1303883305208782;0.0;9.0;0.0;0.0;0.5555555555555556;5.5402567128648865;0.0;0.0;9.0;0.0;0.7071067811865476;0.3333333333333333;0.0;9.0;0.0;0.0;4.6097722286464435;1.0;0.0;0.0;0.0;1.0;0.0
3.0;1.5;0.0;7.0;0.0;0.0;1.8571428571428568;1.2149857925879115;0.0;3.0;0.0;0.3779644730092273;5.0;0.0;44.0;2.5;4.0;1.0;7.0;0.5714285714285714;1.0;1.0;3.0;0.0;3.0;1.0;10.428571428571429;0.0;0.0;0.0;1.0;1.0;7.0;0.0;0.0;2.0;False;0.7559289460184545;1.0;0.0;0.7559289460184546;0.0;9.0;0.14285714285714285;4.111540089159038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;6.571428571428571;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;7.0;7.5;7.0;7.0;0.0;0.0;7.0;3.7606990231680526;0.0;1.0;False;0.0;0.0;3.5456210417116734;0.2857142857142857;0.0;7.0;11.0;0.0;1.0;46.0;7.0;4.714285714285714;7.0;14.714285714285715;7.0;1.0;0.14285714285714285;0.0;1.0;9.0;0.0;5.0;3.0;0.2857142857142857;0.0;1.0;7.0;1.5714285714285714;0.0;3.0;7.0;3.3594217189442412;0.0;12.0;7.345228447936862;0.14285714285714285;0.0;2.0;1.0;7.0;7.0;2.2857142857142856;1.0;11.0;10.0;0.0;0.8571428571428571;0.0;0.0;0.0;7.0;0.0;3.0;1.5735915849388862;1.0;5.0;5.5;23.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;12.5;0.0;0.0;2.5;0.9759000729485332;0.0;7.0;0.0;0.0;2.142857142857143;13.225156403792052;0.0;0.0;7.0;0.3779644730092273;0.4879500364742666;0.2857142857142857;0.0;7.0;0.3779644730092273;0.0;15.956786882673075;1.0;0.0;0.0;0.0;2.0;0.5
2.0;1.25;0.0;4.0;0.25;0.0;2.0;0.8164965809277259;0.0;2.0;0.0;0.5;4.5;0.0;22.0;1.75;4.0;1.0;4.0;1.0;1.0;3.0;6.75;0.0;3.5;0.0;9.5;0.0;0.0;0.75;2.0;1.0;4.0;0.0;0.0;1.0;False;0.5;2.0;0.0;0.5;0.0;5.5;0.0;2.3804761428476167;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;3.5;0.0;0.0;1.0;4.0;0.75;0.0;0.0;0.25;0.0;4.5;0.5;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;13.25;4.0;4.0;0.0;0.0;4.0;1.8929694486000912;0.25;2.0;False;1.0;0.0;1.6329931618554518;0.25;0.0;4.0;7.5;0.0;1.0;14.0;4.0;4.0;4.0;10.25;4.0;1.0;0.25;0.0;0.0;1.0;0.0;3.0;10.5;0.25;0.0;9.0;4.0;0.75;0.0;2.75;4.0;0.5;0.0;6.0;3.1091263510296048;0.0;0.0;3.0;1.0;4.0;4.0;1.5;3.0;5.0;4.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;3.0;1.1547005383792517;1.0;4.0;5.25;9.0;0.0;4.0;2.0;0.0;0.5;0.0;0.0;4.0;0.0;0.0;0.0;0.0;12.25;0.0;0.0;2.0;1.1547005383792517;0.0;4.0;0.0;0.0;1.25;8.098353742170895;0.0;0.0;4.0;0.0;0.5773502691896257;0.5;0.5;4.0;0.0;0.0;5.066228051190222;1.0;0.0;0.0;0.0;1.0;1.0
1.0;2.0;0.0;11.0;0.5;0.0;2.090909090909091;1.0357254813546264;0.0;3.0;0.0;0.4670993664969138;5.0;0.0;43.0;4.0;3.0;1.0;11.0;0.6363636363636364;1.0;1.0;3.0;0.0;2.0;2.0;13.727272727272727;0.0;0.0;1.0;1.0;2.0;11.0;0.0;0.0;3.0;False;0.9045340337332908;1.0;0.0;1.2135597524338355;0.0;3.5;0.18181818181818185;4.423079963513701;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;3.0;0.0;0.30151134457776363;1.0;11.0;0.0;0.0;0.0;0.0;0.0;6.1818181818181825;0.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;11.0;10.5;11.0;11.0;1.0;0.0;11.0;3.1766191290283903;0.0;0.0;False;0.0;0.0;3.1880458534400606;0.4545454545454545;0.0;11.0;8.0;0.0;1.0;60.0;11.0;3.8181818181818175;11.0;11.818181818181818;11.0;1.0;0.2727272727272727;0.0;0.0;10.0;0.0;8.0;6.0;0.2727272727272727;0.0;4.0;11.0;1.3636363636363635;0.0;2.5;11.0;3.042128441493793;0.0;10.0;5.758787751223028;0.0;0.0;2.0;1.0;11.0;11.0;2.8181818181818183;1.2727272727272727;15.0;10.0;0.0;1.4545454545454546;0.0;0.0;0.0;11.0;0.0;3.0;2.0714509627092528;1.0;2.0;8.5;18.0;0.0;0.9045340337332909;2.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;4.0;0.8090398349558906;0.0;11.0;0.0;0.0;2.090909090909091;13.1363479081378;0.0;0.09090909090909093;11.0;0.0;0.6741998624632421;0.3636363636363637;1.0;11.0;0.6030226891555273;0.0;18.735479225741244;1.0;0.0;0.0;0.0;4.0;0.5
2.0;2.0;0.0;6.0;0.75;0.0;1.3333333333333333;0.9831920802501752;0.0;2.0;0.0;0.5163977794943223;5.0;0.0;22.0;2.5;5.0;1.0;6.0;0.3333333333333333;1.0;1.0;3.5;0.0;3.5;0.0;8.333333333333334;0.0;0.0;0.25;1.0;1.0;6.0;0.0;0.0;2.0;False;1.0327955589886446;0.75;0.0;0.8164965809277259;0.0;8.25;0.0;2.422120283277993;1.5;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;4.166666666666667;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;12.0;6.0;6.0;0.0;0.0;6.0;2.422120283277993;1.5;2.0;False;0.0;0.0;1.760681686165901;0.3333333333333333;0.0;6.0;9.0;0.0;1.0;19.0;6.0;4.5;6.0;11.333333333333336;6.0;1.0;0.3333333333333333;0.0;0.0;3.0;0.0;2.0;5.5;0.6666666666666666;0.0;9.0;6.0;0.6666666666666666;0.0;2.25;6.0;1.2110601416389968;0.0;7.0;2.7868739954771304;0.0;0.0;1.75;1.0;6.0;6.0;1.6666666666666667;2.333333333333333;6.0;6.0;0.0;1.1666666666666667;0.0;0.0;0.0;6.0;0.0;3.0;0.5163977794943222;0.75;5.0;5.25;9.0;0.0;3.2659863237109037;1.0;0.0;0.5;0.0;0.0;6.0;0.0;0.0;0.0;0.0;13.5;0.0;0.0;2.5;0.5163977794943223;0.0;6.0;0.0;0.0;1.6666666666666667;6.153589738247641;0.0;0.0;6.0;0.0;0.5163977794943223;0.3333333333333333;0.5;6.0;0.0;0.0;6.623191577077223;1.0;0.0;0.0;0.0;2.0;0.75
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;0.0;9.0;0.0;0.0;1.3333333333333333;0.7264831572567789;0.0;2.0;0.0;0.4409585518440984;5.0;0.0;29.0;2.0;2.0;1.0;9.0;0.3333333333333333;1.0;1.0;3.0;0.0;2.0;1.0;5.222222222222221;0.0;0.0;0.0;1.0;1.0;9.0;1.0;0.0;1.0;False;0.5270462766947299;1.0;0.0;0.0;0.0;6.0;0.3333333333333333;2.297341458681704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;3.555555555555556;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;9.0;6.0;9.0;9.0;0.0;0.0;9.0;2.0615528128088303;1.0;1.0;False;0.0;0.0;2.6977356760397737;0.0;0.0;9.0;15.0;0.0;1.0;12.0;9.0;3.555555555555556;9.0;13.111111111111109;9.0;1.0;0.2222222222222222;0.0;0.0;6.0;0.0;2.0;5.0;0.4444444444444444;0.0;2.0;9.0;1.0;0.0;1.0;9.0;2.0;0.0;9.0;4.0034707164881045;0.0;0.0;2.0;1.0;9.0;9.0;1.5555555555555556;1.2222222222222223;7.0;6.0;0.0;0.5555555555555556;0.0;0.0;0.0;9.0;0.0;3.0;0.5;1.0;2.0;5.0;12.0;0.0;0.4409585518440984;1.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;2.0;0.5;0.0;9.0;0.0;0.0;1.3333333333333333;9.42661716158618;0.0;0.0;9.0;0.0;0.4409585518440984;0.2222222222222222;1.0;9.0;0.5;0.0;2.9486343354923554;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0.25;0.0;8.0;0.0;0.0;1.125;0.7440238091428449;0.0;2.0;0.0;0.3535533905932738;6.0;0.0;21.0;4.0;5.0;1.0;8.0;0.125;1.0;1.0;4.5;0.0;3.5;0.0;6.625;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;4.0;False;2.070196678027062;0.0;0.0;0.0;0.0;5.0;0.0;2.4348657927227593;0.0;2.5;0.0;0.0;0.0;0.0;0.0;8.0;7.0;0.0;0.0;1.0;8.0;0.75;0.0;0.0;0.0;0.0;6.5;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;9.25;8.0;8.0;0.0;0.0;8.0;2.416461403433896;4.0;2.0;False;0.0;0.0;1.6903085094570331;0.0;0.0;8.0;10.5;0.0;1.0;11.0;8.0;4.5;8.0;10.875;8.0;1.0;0.125;0.0;0.0;7.0;0.0;2.0;6.0;1.5;0.0;10.0;8.0;3.25;0.0;3.75;8.0;3.0118812346154313;0.0;6.0;3.7032803990902057;0.0;0.0;1.0;1.0;8.0;8.0;2.75;2.125;6.0;6.0;0.0;0.375;0.0;0.0;0.0;8.0;0.0;3.0;0.3535533905932738;6.25;2.0;9.25;11.0;0.0;3.181980515339464;1.0;0.0;1.5;0.0;0.0;8.0;0.0;0.0;0.0;0.0;16.75;0.0;0.0;4.25;0.3535533905932738;0.0;8.0;0.0;0.0;2.125;7.3375258578274;0.0;0.0;8.0;0.0;0.0;0.0;3.5;8.0;0.0;0.0;3.113908889391045;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.75;0.0;2.0;0.75;0.0;1.0;0.7071067811865476;0.0;1.0;0.0;0.7071067811865476;7.75;0.0;46.0;6.75;5.5;1.0;2.0;0.0;1.0;1.0;7.25;0.25;3.25;0.0;11.5;0.0;0.0;0.25;1.0;0.0;2.0;0.0;0.0;8.0;False;4.949747468305833;0.0;0.0;0.0;0.0;13.0;0.0;6.363961030678928;0.5;4.5;0.0;2.25;0.0;0.0;0.0;2.0;8.5;0.0;0.0;1.0;2.0;2.25;0.0;0.0;0.0;0.0;8.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;15.75;2.0;2.0;0.0;0.0;2.0;6.363961030678928;6.25;1.0;False;0.0;0.0;6.363961030678928;0.0;2.75;2.0;24.0;0.0;1.0;20.0;2.0;5.5;2.0;24.0;2.0;1.0;0.5;0.0;0.0;9.0;0.0;1.0;11.5;4.5;0.0;1.0;2.0;4.5;0.0;4.25;2.0;6.363961030678928;0.5;10.0;12.020815280171306;0.0;0.0;1.0;1.0;2.0;2.0;4.5;1.0;9.0;9.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;3.0;0.0;6.75;2.0;12.75;17.0;1.0;0.0;0.0;0.0;4.5;0.0;0.0;2.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;6.75;0.0;0.0;2.0;0.0;4.5;4.5;31.11269837220809;0.0;0.0;2.0;0.0;0.0;0.0;4.5;2.0;0.0;2.25;12.020815280171306;1.0;0.0;0.0;0.0;0.0;0.0
