blame_merge_priorityMinor_max;Maximum Depth_75%;blame_merge_priorityMajor_max;Maximum Depth_std;Mit;issues_priorityMajor_mean;NumberOfModifiers_max;PMi;MaxNumberOfNestedBlocks_mean;blamemerge_priorityMinor_min;Average Complexity*;MaxNumberOfNestedBlocks_25%;HMi;Maximum Depth_max;blamemerge_priorityMajor_std;issues_priorityMajor_min;issues_priorityMinor_max;issues_priorityMinor_min;blamemerge_priorityMinor_std;NumberOfMathOperations_count;Ait;blamemerge_priorityMajor_count;NumberOfMathOperations_min;NOPa;blamemerge_priorityMinor_max;MaxNumberOfNestedBlocks_max;Maximum Depth_mean;blamemerge_priorityMajor_min;Bugged;blamemerge_priorityMinor_count;MaxNumberOfNestedBlocks_count;Ai;blame_merge_priorityMajor_min;NM;NumberOfMathOperations_std;NumberOfMathOperations_75%;HMd;issues_priorityMajor_std;Maximum Block Depth;NMIR;issues_priorityMajor_max;NF;blamemerge_priorityMinor_mean;PMd;NMI;issues_priorityMinor_std;NMA;NumberOfModifiers_mean;MaxNumberOfNestedBlocks_50%;Mo;NumberOfModifiers_std;Average Statements per Method;NumberOfModifiers_25%;Ao;Maximum Depth_25%;issues_priorityMinor_count;NumberOfModifiers_count;NumberOfModifiers_75%;blame_merge_priorityMinor_min;NumberOfMathOperations_max;NumberOfMethods_Mood;blamemerge_priorityMajor_max;Md;Ma;Mi;Maximum Depth_count;blame_merge_priorityMajor_std;SIX;Maximum Depth_min;issues_priorityMinor_mean;blame_merge_priorityMinor_std;MaxNumberOfNestedBlocks_std;Maximum Depth_50%;blame_merge_priorityMajor_mean;NumberOfMathOperations_mean;NumberOfModifiers_50%;NumberOfModifiers_min;NumberOfMathOperations_25%;NumberOfMathOperations_50%;blamemerge_priorityMajor_mean;Ad;MaxNumberOfNestedBlocks_75%;blame_merge_priorityMinor_mean;Av;Average Block Depth;blame_merge_priorityMinor_count;MaxNumberOfNestedBlocks_min;issues_priorityMajor_count;blame_merge_priorityMajor_count;Maximum Complexity*;PMR
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;3.67;1.0;0.0;0.0;435.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.57;0.0;0.0;435.0;0.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.9426751592356688;1.0;0.0;1.0;0.0;5.18;0.0;0.0;0.0;0.4912958048596819;0.0;1.0;0.0;0.4912958048596818;3.0;0.0;433.0;0.0;0.0;1.0;3.0;0.0;0.0;True;433.0;3.0;0.0;0.0;3.0;17.897858344878394;15.5;2.0;0.2327094311804895;6.0;0.0;1.0;14.0;0.5958429561200924;9.0;0.0;0.2327094311804895;11.0;0.6666666666666666;0.0;0.0;0.5773502691896258;14.91;0.5;0.0;0.0;471.0;3.0;1.0;0.0;31.0;3.0;1.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.05732484076433121;0.0;1.7320508075688772;0.0;0.0;10.333333333333334;1.0;0.0;0.0;0.0;0.4041570438799077;14.0;1.5;0.0;0.0;3.64;0.0;0.0;471.0;0.0;19.0;0.818181818
0.0;0.0;0.0;0.0;0.0;0.9623893805309734;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;False;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1904634298576525;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.1904634298576525;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;452.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03761061946902655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;452.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.956803455723542;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.24973103811470745;0.0;1.0;0.0;0.2497310381147074;0.0;0.0;31.0;0.0;0.0;1.0;0.0;0.0;0.0;False;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2035191956999024;2.0;0.0;1.0;0.0;0.9354838709677421;0.0;0.0;0.2035191956999024;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04319654427645788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06451612903225806;0.0;0.0;0.0;0.0;1.0;0.0;0.0;463.0;0.0;1.0;0.0
0.0;2.0;0.0;0.0;0.0;0.95625;9.0;0.0;0.6666666666666666;0.0;3.04;0.0;0.0;2.0;0.4416463199396097;0.0;1.0;0.0;0.4472643316275816;21.0;0.0;1470.0;0.0;0.0;1.0;4.0;2.0;0.0;True;1470.0;21.0;0.0;0.0;21.0;4.210531015034972;0.0;4.0;0.2047517464194028;6.0;0.0;1.0;13.0;0.7238095238095238;22.0;0.0;0.2047517464194028;26.0;7.476190476190476;0.0;0.0;3.187774264577836;5.65;9.0;0.0;2.0;480.0;21.0;9.0;0.0;14.0;21.0;1.0;26.0;26.0;0.0;1.0;0.0;0.0;2.0;0.04375;0.0;1.1547005383792517;2.0;0.0;1.8571428571428568;9.0;0.0;0.0;0.0;0.2653061224489796;13.0;1.0;0.0;1.0;2.85;0.0;0.0;480.0;0.0;19.0;0.846153846
0.0;0.0;0.0;0.0;0.0;0.9630434782608696;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.06967288796106988;0.0;1.0;0.0;0.1993699648525041;0.0;0.0;411.0;0.0;0.0;1.0;0.0;0.0;0.0;False;411.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18886046958700706;2.0;0.0;1.0;0.0;0.0413625304136253;0.0;0.0;0.18886046958700706;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;460.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03695652173913044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004866180048661801;0.0;0.0;0.0;0.0;1.0;0.0;0.0;460.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.956803455723542;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.06867989722271514;0.0;1.0;0.0;0.2530001045790076;0.0;0.0;423.0;0.0;0.0;1.0;0.0;0.0;0.0;False;423.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2035191956999024;2.0;0.0;1.0;0.0;0.06855791962174941;0.0;0.0;0.2035191956999024;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04319654427645788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004728132387706857;0.0;0.0;0.0;0.0;1.0;0.0;0.0;463.0;0.0;1.0;0.0
0.0;2.0;0.0;0.0;0.0;0.962;1024.0;0.0;0.6818181818181818;0.0;2.26;0.0;0.0;2.0;0.2816917596101037;0.0;1.0;0.0;0.2816917596101037;22.0;0.0;634.0;0.0;0.0;1.0;2.0;2.0;0.0;False;634.0;22.0;0.0;0.0;22.0;1.7087754152940695;0.75;11.0;0.19138771777999253;4.0;0.0;1.0;13.0;0.08675078864353312;11.0;0.0;0.1913877177799925;25.0;95.0;1.0;0.0;300.6996603162127;3.7;1.0;0.0;2.0;500.0;22.0;4.0;0.0;8.0;22.0;1.0;22.0;22.0;0.0;1.0;0.0;0.0;2.0;0.038;0.0;0.7162311170195085;2.0;0.0;0.5909090909090909;1.0;0.0;0.0;0.0;0.9132492113564668;13.0;1.0;0.0;3.0;1.88;0.0;0.0;500.0;0.0;6.0;0.5
0.0;3.0;0.0;0.0;0.0;0.962;0.0;0.0;0.0;0.0;2.26;0.0;0.0;3.0;0.2816917596101037;0.0;1.0;0.0;0.2816917596101037;0.0;0.0;634.0;0.0;0.0;1.0;0.0;3.0;0.0;False;634.0;0.0;0.0;0.0;22.0;0.0;0.0;11.0;0.19138771777999253;4.0;0.0;1.0;13.0;0.08675078864353312;11.0;0.0;0.1913877177799925;25.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;3.0;500.0;0.0;0.0;0.0;0.0;22.0;1.0;22.0;22.0;0.0;1.0;0.0;0.0;3.0;0.038;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9132492113564668;13.0;0.0;0.0;3.0;1.88;0.0;0.0;500.0;0.0;6.0;0.5
0.0;2.25;0.0;0.5;0.0;0.9447852760736196;33.0;0.0;1.0;0.0;3.13;0.0;0.0;3.0;0.4964585125853694;0.0;1.0;0.0;0.4964585125853694;7.0;0.0;195.0;0.0;0.0;1.0;4.0;2.25;0.0;False;195.0;7.0;0.0;0.0;7.0;0.7867957924694432;1.0;1.0;0.2286327969656487;6.0;0.0;1.0;4.0;0.4307692307692308;7.0;0.0;0.2286327969656487;8.0;10.142857142857142;0.0;0.0;15.614401167176533;5.38;1.0;0.0;2.0;489.0;7.0;17.0;0.0;2.0;7.0;1.0;8.0;8.0;0.0;4.0;0.0;0.0;2.0;0.05521472392638037;0.0;1.5275252316519468;2.0;0.0;0.5714285714285714;1.0;1.0;0.0;0.0;0.5692307692307692;4.0;1.5;0.0;0.0;2.09;0.0;0.0;489.0;0.0;13.0;0.875
0.0;3.5;0.0;1.0;0.0;1.0;2.0;0.0;0.8333333333333334;0.0;2.86;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;89.0;0.0;0.0;0.0;2.0;3.0;1.0;False;89.0;6.0;0.0;0.0;6.0;0.40824829046386296;0.0;1.0;0.0;4.0;0.0;1.0;4.0;0.0;6.0;0.0;0.0;7.0;1.1666666666666667;0.5;0.0;0.40824829046386296;4.71;1.0;0.0;2.5;466.0;6.0;1.0;0.0;1.0;6.0;1.0;7.0;7.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.983192080250175;3.0;0.0;0.16666666666666666;1.0;1.0;0.0;0.0;1.0;4.0;1.75;0.0;0.0;1.8;0.0;0.0;466.0;0.0;9.0;0.857142857
0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;1.3636363636363635;0.0;3.36;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;False;0.0;11.0;0.0;0.0;11.0;1.793929156399945;3.0;1.0;0.0;5.0;0.0;1.0;11.0;0.0;10.0;0.0;0.0;11.0;5.454545454545454;1.0;0.0;4.27466107109409;5.0;1.0;0.0;0.0;435.0;11.0;9.0;0.0;4.0;11.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3618169680781094;0.0;0.0;1.2727272727272727;9.0;1.0;0.0;0.0;0.0;11.0;3.0;0.0;0.0;2.07;0.0;0.0;435.0;0.0;6.0;0.909090909
0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;0.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;False;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;2.0;0.0;0.0;14.0;8.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.29;0.0;2.0;0.0;0.0;8.0;0.0
0.0;2.0;0.0;0.0;0.0;1.0;12.0;0.0;0.2727272727272727;0.0;1.52;0.0;0.0;2.0;0.2110764775684011;1.0;0.0;0.0;0.2094759637890237;22.0;0.0;1349.0;0.0;0.0;1.0;2.0;2.0;0.0;False;1349.0;22.0;0.0;0.0;22.0;0.6119304490372042;0.0;3.0;0.0;4.0;0.0;1.0;5.0;0.04595997034840623;22.0;0.0;0.0;25.0;5.636363636363638;0.0;0.0;4.4136741475237455;2.52;1.0;0.0;2.0;461.0;22.0;9.0;0.0;2.0;22.0;1.0;25.0;25.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.6310850959010189;2.0;0.0;0.2272727272727273;9.0;1.0;0.0;0.0;0.9532987398072648;5.0;0.0;0.0;2.0;1.73;0.0;0.0;461.0;0.0;6.0;0.88
0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.25;0.0;1.55;0.0;0.0;0.0;0.22482116516966336;1.0;0.0;0.0;0.11321922765253327;20.0;0.0;694.0;0.0;0.0;1.0;1.0;0.0;0.0;False;694.0;20.0;0.0;0.0;20.0;0.22360679774997894;0.0;4.0;0.0;3.0;0.0;1.0;0.0;0.012968299711815562;16.0;0.0;0.0;20.0;9.2;0.0;0.0;0.4103913408340617;2.0;9.0;0.0;0.0;479.0;20.0;9.0;0.0;1.0;20.0;1.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4442616583193193;0.0;0.0;0.05;9.0;9.0;0.0;0.0;0.946685878962536;0.0;0.25;0.0;0.0;1.66;0.0;0.0;479.0;0.0;6.0;0.8
0.0;2.75;0.0;0.7071067811865476;0.0;0.0;9.0;0.0;0.8888888888888888;0.0;2.8;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;198.0;0.0;0.0;0.0;3.0;2.5;1.0;False;198.0;9.0;0.0;0.0;9.0;0.7071067811865476;0.0;8.0;0.0;5.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;10.0;2.6666666666666665;0.0;0.0;2.3979157616563596;4.4;2.0;0.0;2.25;0.0;9.0;2.0;0.0;2.0;9.0;1.0;10.0;10.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.1666666666666667;2.5;0.0;0.3333333333333333;2.0;1.0;0.0;0.0;1.0;3.0;2.0;0.0;0.0;1.97;0.0;0.0;0.0;0.0;7.0;0.2
0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;0.6666666666666666;0.0;1.67;0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1005.0;0.0;0.0;0.0;1.0;0.0;1.0;False;1005.0;3.0;0.0;0.0;2.0;1.1547005383792517;1.0;2.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;8.0;1.0;0.0;0.0;3.33;8.0;0.0;0.0;35.0;3.0;8.0;0.0;2.0;3.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5773502691896258;0.0;0.0;0.6666666666666666;8.0;8.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.42;0.0;0.0;35.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.32608695652173914;9.0;0.0;0.25;0.0;2.25;0.0;0.0;0.0;0.20507247371130605;0.0;1.0;0.0;0.20507247371130607;4.0;0.0;1365.0;0.0;0.0;1.0;1.0;0.0;0.0;False;1365.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.4739595775584878;3.0;0.0;1.0;0.0;0.04395604395604396;4.0;0.0;0.4739595775584878;4.0;9.0;0.0;0.0;0.0;3.25;9.0;0.0;0.0;46.0;4.0;9.0;0.0;0.0;4.0;1.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.6739130434782609;0.0;0.5;0.0;0.0;0.0;9.0;9.0;0.0;0.0;0.956043956043956;0.0;0.25;0.0;0.0;1.59;0.0;0.0;46.0;0.0;6.0;1.0
0.0;2.0;0.0;0.0;0.0;0.9433070866141732;9.0;0.0;0.04;0.0;1.03;0.0;0.0;2.0;0.5000860079327663;0.0;1.0;0.0;0.2072269091715873;100.0;0.0;2781.0;0.0;0.0;1.0;1.0;2.0;0.0;False;2781.0;100.0;0.0;0.0;72.0;0.0;0.0;0.0;0.2314372018922892;3.0;0.0;1.0;2.0;0.04494786048184106;75.0;0.0;0.20193062065536332;75.0;8.12;0.0;0.0;2.5157283018817607;1.16;9.0;0.0;2.0;635.0;100.0;9.0;0.0;0.0;100.0;1.0;75.0;75.0;0.0;12.0;0.0;0.0;2.0;0.04251968503937008;0.0;0.1969463855669324;2.0;0.0;0.0;9.0;1.0;0.0;0.0;0.5019777058612009;2.0;0.0;0.0;0.0;1.47;0.0;0.0;635.0;0.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.9354838709677421;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.19474520942613002;0.0;1.0;0.0;0.19474520942613002;0.0;0.0;153.0;0.0;0.0;1.0;0.0;0.0;0.0;False;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2497310381147074;2.0;0.0;1.0;0.0;0.0392156862745098;0.0;0.0;0.24973103811470745;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06451612903225806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9607843137254902;0.0;0.0;0.0;0.0;1.09;0.0;0.0;31.0;0.0;1.0;0.0
