blamemerge_blamegetVolume_count;AnonymousInnerClassLength_std;Effort;blame_merge_blame_getEffort_max;MethodLength_std;MethodLength_50%;FileLength_min;MethodLength_75%;blame_merge_blame_getEffort_count;AnonymousInnerClassLength_count;FileLength_count;blamemerge_blamegetEffort_std;blame_merge_blame_getVocabulary_std;TotalNumberOfOperators;blamemerge_blamegetLength_std;blamemerge_blamegetLength_count;blamemerge_blamegetLength_mean;blame_merge_blame_getLength_mean;blame_merge_blame_getEffort_min;blamemerge_blamegetEffort_count;FileLength_std;FileLength_mean;blamemerge_blamegetDifficulty_std;AnonymousInnerClassLength_mean;blamemerge_blamegetDifficulty_count;blamemerge_blamegetVocabulary_count;blame_merge_blame_getDifficulty_std;blamemerge_blamegetEffort_mean;blamemerge_blamegetDifficulty_max;blame_merge_blame_getVocabulary_mean;FileLength_50%;Bugged;Volume;AnonymousInnerClassLength_25%;blamemerge_blamegetVolume_max;blame_merge_blame_getVolume_max;blame_merge_blame_getVolume_min;blame_merge_blame_getDifficulty_count;blamemerge_blamegetDifficulty_mean;blame_merge_blame_getLength_count;blamemerge_blamegetLength_max;blame_merge_blame_getVocabulary_max;MethodLength_mean;blame_merge_blame_getDifficulty_min;blame_merge_blame_getVolume_count;blame_merge_blame_getEffort_std;blame_merge_blame_getEffort_mean;FileLength_75%;AnonymousInnerClassLength_max;Length;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVocabulary_count;FileLength_25%;blamemerge_blamegetEffort_max;blamemerge_blamegetVolume_std;Difficulty;FileLength_max;AnonymousInnerClassLength_min;blame_merge_blame_getVolume_mean;TotalNumberOfOperands;blame_merge_blame_getDifficulty_max;blame_merge_blame_getLength_max;MethodLength_25%;MethodLength_min;blame_merge_blame_getLength_std;MethodLength_max;blamemerge_blamegetVocabulary_max;blame_merge_blame_getDifficulty_mean;AnonymousInnerClassLength_50%;blamemerge_blamegetVolume_mean;blame_merge_blame_getVolume_std;AnonymousInnerClassLength_75%;MethodLength_count;NumberOfDistinctOperators;Vocabulary;blame_merge_blame_getVocabulary_min;NumberOfDistinctOperands;blame_merge_blame_getLength_min;blamemerge_blamegetVocabulary_std
2017.0;0.0;44427.250754109176;0.0;0.0;17.0;91.0;17.0;0.0;1.0;1.0;80.32909689673177;0.0;153.0;6.379186389604766;2017.0;5.550322260783342;0.0;0.0;2017.0;0.0;91.0;1.3738871279716365;0.0;2017.0;2017.0;0.0;48.28179070056489;5.625;0.0;91.0;False;1594.9152644075891;0.0;68.53238859703687;0.0;0.0;0.0;1.138262270699058;0.0;18.0;0.0;17.0;0.0;0.0;0.0;0.0;91.0;0.0;262.0;4.383242439266237;0.0;91.0;353.8545480472419;22.33902526207825;27.855555555555554;91.0;0.0;0.0;109.0;0.0;0.0;17.0;17.0;0.0;17.0;14.0;0.0;0.0;17.717013410720774;0.0;0.0;1.0;23.0;68.0;0.0;45.0;0.0;4.743455892782122
342.0;0.0;4030.19280919313;0.0;0.0;4.0;0.0;4.0;0.0;2.0;2.0;25.781100880757307;0.0;45.0;3.499633105615136;342.0;2.2514619883040936;0.0;0.0;342.0;25.45584412271571;18.0;1.0045779445890013;0.0;342.0;342.0;0.0;12.802525029389589;3.333333333333333;0.0;18.0;False;377.830575861856;0.0;33.0;0.0;0.0;0.0;0.5750487329434698;0.0;11.0;0.0;4.0;0.0;0.0;0.0;0.0;27.0;0.0;77.0;2.017543859649123;0.0;9.0;90.0;10.209707750514793;10.666666666666666;36.0;0.0;0.0;32.0;0.0;0.0;4.0;4.0;0.0;4.0;9.0;0.0;0.0;5.992191608388564;0.0;0.0;2.0;12.0;30.0;0.0;18.0;0.0;3.0719116942085063
3495.0;0.0;49142.64218008574;0.0;7.549834435270751;14.0;0.0;17.0;0.0;3.0;3.0;46.79068019211253;0.0;210.0;4.00687402579742;3495.0;6.361087267525035;0.0;0.0;3495.0;45.610671265980436;26.33333333333333;1.0844542437358191;0.0;3495.0;3495.0;0.0;37.9696738669358;5.333333333333333;0.0;0.0;False;2369.5263801603314;0.0;114.44895955500952;0.0;0.0;0.0;1.4261954307018685;0.0;28.0;0.0;13.0;0.0;0.0;0.0;0.0;39.5;0.0;365.0;5.636337625178827;0.0;0.0;374.56023127094033;14.485002169277804;20.739436619718308;79.0;0.0;0.0;155.0;0.0;0.0;9.5;5.0;0.0;20.0;17.0;0.0;0.0;18.0320608797861;0.0;0.0;3.0;19.0;90.0;0.0;71.0;0.0;3.2290354659754468
2021.0;0.0;42472.51867531616;0.0;5.5677643628300215;11.0;0.0;13.0;0.0;3.0;3.0;79.3371156446156;0.0;183.0;5.785358372247871;2021.0;11.397822859970312;0.0;0.0;2021.0;39.259818304894544;22.66666666666667;1.23132887038519;0.0;2021.0;2021.0;0.0;114.65297186670419;5.333333333333333;0.0;0.0;False;1918.1137466271807;0.0;110.36149671375921;0.0;0.0;0.0;2.4640442025399967;0.0;27.0;0.0;10.0;0.0;0.0;0.0;0.0;34.0;0.0;307.0;9.288471053933696;0.0;0.0;588.5946491400489;22.74426603561807;22.142857142857146;68.0;0.0;0.0;124.0;0.0;0.0;7.5;4.0;0.0;15.0;17.0;0.0;0.0;39.011160604911105;0.0;0.0;3.0;20.0;76.0;0.0;56.0;0.0;3.90777476977188
5146.0;0.0;96486.51806725124;0.0;6.3796551630946325;7.0;0.0;16.0;0.0;5.0;5.0;50.66791098705789;0.0;265.0;4.722586212696812;5146.0;10.685192382432957;0.0;0.0;5146.0;39.802009999496256;17.8;0.9648447759266696;0.0;5146.0;5146.0;0.0;83.02300717920812;4.0;0.0;0.0;False;2779.231226937128;0.0;80.0;0.0;0.0;0.0;1.9699766809172168;0.0;20.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;449.0;8.126894675476098;0.0;0.0;320.0;16.700851761256086;34.716981132075475;89.0;0.0;0.0;184.0;0.0;0.0;4.0;3.0;0.0;16.0;16.0;0.0;0.0;34.636795637545205;0.0;0.0;5.0;20.0;73.0;0.0;53.0;0.0;3.3904954265557485
2451.0;0.0;87864.19918439133;0.0;10.535653752852738;13.0;0.0;19.0;0.0;3.0;3.0;37.53028862861807;0.0;258.0;3.855968856756794;2451.0;5.9355365157078745;0.0;0.0;2451.0;56.00297611139369;32.333333333333336;0.6162175229097667;0.0;2451.0;2451.0;0.0;20.957388426464004;4.0;0.0;0.0;False;3195.061788523321;0.0;87.56916320732489;0.0;0.0;0.0;0.8500271997824018;0.0;23.0;0.0;14.0;0.0;0.0;0.0;0.0;48.5;0.0;473.0;4.942064463484292;0.0;0.0;350.2766528292996;12.54861752681566;27.5;97.0;0.0;0.0;215.0;0.0;0.0;8.5;4.0;0.0;25.0;14.0;0.0;0.0;16.199095510845307;0.0;0.0;3.0;22.0;108.0;0.0;86.0;0.0;2.9677018631418863
36022.0;0.0;675431.8983634387;0.0;11.824644697504539;6.0;0.0;13.75;0.0;10.0;10.0;106.80855878353823;0.0;788.0;5.997152205336219;36022.0;3.248847926267281;0.0;0.0;36022.0;72.4161584178559;22.9;1.6162573364593948;0.0;36022.0;36022.0;0.0;41.80137388175128;8.8;0.0;0.0;False;8247.144869576901;0.0;129.51539013493823;0.0;0.0;0.0;0.8105857928091562;0.0;35.0;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;1182.0;2.5258175559380383;0.0;0.0;739.2;21.485626701120285;81.89887640449439;229.0;0.0;0.0;394.0;0.0;0.0;3.0;3.0;0.0;34.0;16.0;0.0;0.0;10.379760544696516;0.0;0.0;10.0;37.0;126.0;0.0;89.0;0.0;4.242338007140621
4182.0;0.0;61501.08367943935;0.0;8.845903006477066;3.5;0.0;8.25;0.0;4.0;4.0;44.83256841055603;0.0;168.0;3.5584420352679964;4182.0;1.7025346724055477;0.0;0.0;4182.0;39.0;19.5;1.1585564875606404;0.0;4182.0;4182.0;0.0;16.28871034074479;7.5;0.0;0.0;False;1789.7140753276;0.0;72.0;0.0;0.0;0.0;0.5417862266857962;0.0;18.0;0.0;7.75;0.0;0.0;0.0;0.0;19.5;0.0;294.0;1.670731707317073;0.0;0.0;485.4377525623444;12.121606932192213;34.36363636363637;78.0;0.0;0.0;126.0;0.0;0.0;3.0;3.0;0.0;21.0;16.0;0.0;0.0;5.07094173594215;0.0;0.0;4.0;24.0;68.0;0.0;44.0;0.0;3.480137976443099
27880.0;0.0;52456.20408119979;0.0;0.0;25.0;70.0;25.0;0.0;1.0;1.0;126.15031963342074;0.0;185.0;5.736143938594563;27880.0;3.2754662840746054;0.0;0.0;27880.0;0.0;70.0;1.5314733136637697;0.0;27880.0;27880.0;0.0;38.36408405042291;9.166666666666666;0.0;70.0;False;1783.0962652107435;0.0;140.0;0.0;0.0;0.0;0.7718890483022477;0.0;35.0;0.0;25.0;0.0;0.0;0.0;0.0;70.0;0.0;295.0;2.705738880918221;0.0;70.0;1283.3333333333333;20.300945687721434;29.41860465116279;70.0;0.0;0.0;110.0;0.0;0.0;25.0;25.0;0.0;25.0;16.0;0.0;0.0;10.204766866654849;0.0;0.0;1.0;23.0;66.0;0.0;43.0;0.0;4.165329812206749
21752.0;0.0;5903.39151649572;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;37.01444806058164;0.0;56.0;3.0779632538772215;21752.0;0.855829349025377;0.0;0.0;21752.0;33.0;16.5;0.6565886219520182;0.0;21752.0;21752.0;0.0;6.9232347783169175;4.5;0.0;0.0;False;471.2241565273745;0.0;70.30835464468075;0.0;0.0;0.0;0.16108097339708224;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;0.0;97.0;0.6551121735932328;0.0;0.0;287.09244813244635;10.176246891289177;12.527777777777779;66.0;0.0;0.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;2.54269523417206;0.0;0.0;4.0;11.0;29.0;0.0;18.0;0.0;2.2199070451597205
14504.0;0.0;3099.4230126849575;0.0;0.0;0.0;39.0;0.0;0.0;1.0;1.0;47.05537982684828;0.0;31.0;3.0753578774641026;14504.0;0.786334804191947;0.0;0.0;14504.0;0.0;39.0;0.5780741110347114;0.0;14504.0;14504.0;0.0;6.178889411588104;5.25;0.0;39.0;False;289.50654514090263;0.0;88.8105532353862;0.0;0.0;0.0;0.11824324324324326;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;59.0;0.5798400441257584;0.0;39.0;466.2554044857776;10.317596546117212;10.705882352941176;39.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;2.295939385025389;0.0;0.0;1.0;13.0;30.0;0.0;17.0;0.0;2.042193438215055
1824.0;0.0;38751.473180914596;0.0;12.020815280171306;11.5;0.0;15.75;0.0;2.0;2.0;34.180032793094355;0.0;145.0;3.6565555795838036;1824.0;1.848684210526316;0.0;0.0;1824.0;55.86143571373726;39.5;1.1049468998129632;0.0;1824.0;1824.0;0.0;13.305940096722319;4.5;0.0;39.5;False;1517.6366888831706;0.0;51.89147427955947;0.0;0.0;0.0;0.5018823099415205;0.0;15.0;0.0;11.5;0.0;0.0;0.0;0.0;59.25;0.0;252.0;1.4956140350877194;0.0;19.75;192.42286534333684;10.94861149275266;25.53409090909091;79.0;0.0;0.0;107.0;0.0;0.0;7.25;3.0;0.0;20.0;13.0;0.0;0.0;5.038387447241962;0.0;0.0;2.0;21.0;65.0;0.0;44.0;0.0;2.8411949724096
231.0;0.0;520.3711203968393;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.458048685505144;0.0;13.0;3.0791063501734603;231.0;1.2121212121212122;0.0;0.0;231.0;0.0;0.0;0.4803693917121313;0.0;231.0;231.0;0.0;4.681964828182238;2.0;0.0;0.0;False;118.9419703764204;0.0;33.0;0.0;0.0;0.0;0.17316017316017315;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;1.0389610389610389;0.0;0.0;57.05865002596162;9.221627253971855;4.375;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;3.4469291133345847;0.0;0.0;0.0;7.0;19.0;0.0;12.0;0.0;2.6132183644338958
3438.0;0.0;19027.389485215528;0.0;3.5355339059327378;5.5;0.0;6.75;0.0;2.0;2.0;54.339457001105174;0.0;95.0;3.4300251792423118;3438.0;0.8167539267015707;0.0;0.0;3438.0;57.27564927611035;40.5;0.8276080380384973;0.0;3438.0;3438.0;0.0;9.852251570239053;4.666666666666667;0.0;40.5;False;893.5940001153851;0.0;85.95159310338741;0.0;0.0;0.0;0.2007257818776144;0.0;22.0;0.0;5.5;0.0;0.0;0.0;0.0;60.75;0.0;160.0;0.6140197789412449;0.0;20.25;392.9215684726281;12.460264589428947;21.293103448275854;81.0;0.0;0.0;65.0;0.0;0.0;4.25;3.0;0.0;8.0;15.0;0.0;0.0;2.6160379304535506;0.0;0.0;2.0;19.0;48.0;0.0;29.0;0.0;2.383558526681869
22974.0;0.0;42647.6321145736;0.0;0.0;17.0;64.0;17.0;0.0;1.0;1.0;57.97268325551829;0.0;141.0;4.090371629457726;22974.0;2.162749194741882;0.0;0.0;22974.0;0.0;64.0;1.2242327649492413;0.0;22974.0;22974.0;0.0;19.03477168146477;8.25;0.0;64.0;False;1467.0785447413318;0.0;110.36149671375921;0.0;0.0;0.0;0.5535194374316861;0.0;27.0;0.0;17.0;0.0;0.0;0.0;0.0;64.0;0.0;241.0;1.9897275180638985;0.0;64.0;843.0392110078827;14.113227836825333;29.06976744186047;64.0;0.0;0.0;100.0;0.0;0.0;17.0;17.0;0.0;17.0;17.0;0.0;0.0;6.395336552621571;0.0;0.0;1.0;25.0;68.0;0.0;43.0;0.0;3.7123628941289217
912.0;0.0;27849.77895976085;0.0;6.0;3.0;0.0;6.0;0.0;4.0;4.0;52.918348783670766;0.0;121.0;4.813537441459172;912.0;4.5;0.0;0.0;912.0;32.0;16.0;1.3904421892953651;0.0;912.0;912.0;0.0;36.84222382454853;3.5;0.0;0.0;False;1204.4735626056909;0.0;41.51317942364757;0.0;0.0;0.0;1.1578947368421053;0.0;12.0;0.0;6.0;0.0;0.0;0.0;0.0;16.0;0.0;200.0;4.118421052631579;0.0;0.0;145.2961279827665;16.237388439055792;23.121951219512194;64.0;0.0;0.0;79.0;0.0;0.0;3.0;3.0;0.0;15.0;11.0;0.0;0.0;13.63529493453813;0.0;0.0;4.0;24.0;65.0;0.0;41.0;0.0;4.353129578931958
53094.0;0.0;348683.5714285714;0.0;12.724180205607036;5.0;0.0;6.0;0.0;7.0;7.0;65.70483078246524;0.0;537.0;4.3594142263777425;53094.0;2.150054620107733;0.0;0.0;53094.0;77.8606814399008;29.42857142857143;1.3373536761180975;0.0;53094.0;53094.0;0.0;21.2993504640028;8.0;0.0;0.0;False;6293.0;0.0;81.7492568250068;0.0;0.0;0.0;0.5466509084516769;0.0;20.0;0.0;9.285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;899.0;1.851131954646476;0.0;0.0;524.5577312937936;14.976055726149983;55.40816326530612;206.0;0.0;0.0;362.0;0.0;0.0;3.5;3.0;0.0;38.0;17.0;0.0;0.0;6.515040169201543;0.0;0.0;7.0;30.0;128.0;0.0;98.0;0.0;3.6058812694449487
32440.0;0.0;258060.42591526505;0.0;8.44393273303382;8.0;0.0;18.0;0.0;5.0;5.0;36.13960251724831;0.0;441.0;4.150811569637969;32440.0;2.3795314426633785;0.0;0.0;32440.0;69.76532089799343;31.2;0.9297738203433776;0.0;32440.0;32440.0;0.0;15.106958462678769;4.5;0.0;0.0;False;5338.793654605875;0.0;77.70923408096293;0.0;0.0;0.0;0.4714704069050555;0.0;21.0;0.0;10.6;0.0;0.0;0.0;0.0;0.0;0.0;769.0;2.1034525277435265;0.0;0.0;334.0391459245284;13.529718303759134;48.33684210526316;156.0;0.0;0.0;328.0;0.0;0.0;3.0;3.0;0.0;21.0;17.0;0.0;0.0;6.959154493701543;0.0;0.0;5.0;28.0;123.0;0.0;95.0;0.0;3.6006138063203825
62627.0;0.0;266652.8790301787;0.0;60.05275458572515;5.0;0.0;56.5;0.0;3.0;3.0;72.209297208801;0.0;403.0;4.66233507845158;62627.0;3.993597010873904;0.0;0.0;62627.0;90.0666419935816;52.0;1.3535066952187174;0.0;62627.0;62627.0;0.0;30.79153834641175;6.0;0.0;0.0;False;4070.345846797165;0.0;95.18387305144009;0.0;0.0;0.0;0.9880834145017324;0.0;25.0;0.0;38.66666666666666;0.0;0.0;0.0;0.0;78.0;0.0;671.0;3.2376770402542037;0.0;0.0;571.1032383086406;15.874410283223208;65.51111111111109;156.0;0.0;0.0;268.0;0.0;0.0;4.0;3.0;0.0;108.0;14.0;0.0;0.0;10.569898849980003;0.0;0.0;3.0;22.0;67.0;0.0;45.0;0.0;3.4589008978754614
21061.0;0.0;36249.324761031115;0.0;6.6583281184793925;7.0;0.0;11.5;0.0;3.0;3.0;60.31301288942151;0.0;126.0;4.801671908343267;21061.0;2.9463938084611367;0.0;0.0;21061.0;31.176914536239792;18.0;1.267846553143667;0.0;21061.0;21061.0;0.0;25.41426374970086;4.5;0.0;0.0;False;1138.927863564358;0.0;84.0;0.0;0.0;0.0;0.6697094155073359;0.0;21.0;0.0;8.666666666666666;0.0;0.0;0.0;0.0;27.0;0.0;197.0;2.497317316366744;0.0;0.0;378.0;16.255041088038432;31.82758620689655;54.0;0.0;0.0;71.0;0.0;0.0;5.0;3.0;0.0;16.0;16.0;0.0;0.0;8.451489107812106;0.0;0.0;3.0;26.0;55.0;0.0;29.0;0.0;3.7230774526386607
