blamemerge_blamegetDifficulty_count;FileLength_std;MethodLength_std;Difficulty;FileLength_25%;blamemerge_blamegetDifficulty_std;blamemerge_blamegetVocabulary_count;NumberOfDistinctOperators;blame_merge_blame_getDifficulty_std;blamemerge_blamegetEffort_count;FileLength_min;blamemerge_blamegetEffort_mean;blamemerge_blamegetVolume_mean;blamemerge_blamegetVocabulary_max;FileLength_50%;blame_merge_blame_getVolume_mean;blamemerge_blamegetEffort_max;MethodLength_mean;AnonymousInnerClassLength_max;FileLength_max;MethodLength_max;blamemerge_blamegetLength_mean;blame_merge_blame_getLength_max;Length;Bugged;blame_merge_blame_getVolume_std;blame_merge_blame_getVocabulary_count;TotalNumberOfOperands;blame_merge_blame_getEffort_max;blame_merge_blame_getVolume_min;blame_merge_blame_getDifficulty_count;TotalNumberOfOperators;blamemerge_blamegetLength_max;blame_merge_blame_getVocabulary_std;blame_merge_blame_getVocabulary_max;Vocabulary;blame_merge_blame_getEffort_min;MethodLength_25%;blamemerge_blamegetVolume_max;AnonymousInnerClassLength_count;blame_merge_blame_getDifficulty_min;blamemerge_blamegetLength_count;blame_merge_blame_getLength_mean;blame_merge_blame_getEffort_mean;AnonymousInnerClassLength_75%;FileLength_count;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getEffort_std;Volume;AnonymousInnerClassLength_std;AnonymousInnerClassLength_mean;blamemerge_blamegetVolume_count;blame_merge_blame_getVolume_max;blame_merge_blame_getLength_min;MethodLength_min;blamemerge_blamegetVolume_std;blamemerge_blamegetLength_std;Effort;blame_merge_blame_getDifficulty_mean;AnonymousInnerClassLength_min;blamemerge_blamegetVocabulary_std;blame_merge_blame_getLength_count;blame_merge_blame_getVolume_count;FileLength_mean;MethodLength_75%;AnonymousInnerClassLength_50%;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetDifficulty_max;FileLength_75%;blamemerge_blamegetEffort_std;blame_merge_blame_getEffort_count;AnonymousInnerClassLength_25%;MethodLength_50%;blame_merge_blame_getVocabulary_min;blame_merge_blame_getDifficulty_max;blame_merge_blame_getLength_std;MethodLength_count;NumberOfDistinctOperands;blamemerge_blamegetDifficulty_mean
150.0;27.71281292110204;0.0;8.1;0.0;0.8295506991233912;150.0;12.0;0.0;150.0;0.0;8.099536428436464;4.153783504792534;9.0;0.0;0.0;104.60752504759633;3.0;0.0;48.0;3.0;1.7266666666666666;0.0;80.0;False;0.0;0.0;27.0;0.0;0.0;0.0;53.0;11.0;0.0;0.0;32.0;0.0;3.0;34.86917501586544;3.0;0.0;150.0;0.0;0.0;0.0;3.0;1.62;0.0;400.0;0.0;0.0;150.0;0.0;0.0;3.0;8.758518437721701;2.9671505022341345;3240.0;0.0;0.0;2.6864562121623674;0.0;0.0;16.0;3.0;0.0;0.0;3.0;24.0;18.691186941618735;0.0;0.0;3.0;0.0;0.0;0.0;3.0;20.0;0.41
3059.0;57.97125724586855;10.759491933482114;38.548387096774185;0.0;0.6971916029255586;3059.0;30.0;0.0;3059.0;0.0;10.801707055389404;7.381549624064682;23.0;0.0;0.0;539.5450950450451;11.833333333333336;0.0;142.0;27.0;2.780320366132723;0.0;556.0;False;0.0;0.0;239.0;0.0;0.0;0.0;317.0;26.0;0.0;0.0;123.0;0.0;4.25;117.61261085748234;6.0;0.0;3059.0;0.0;0.0;0.0;6.0;2.2693690748610647;0.0;3860.038064968617;0.0;0.0;3059.0;0.0;0.0;3.0;14.220546824260426;4.351930451499625;148798.24153669347;0.0;0.0;3.2678568089365605;0.0;0.0;23.66666666666667;20.0;0.0;0.0;5.5;0.0;30.904048281797863;0.0;0.0;6.5;0.0;0.0;0.0;6.0;93.0;0.3942028985507247
2081.0;0.0;0.0;51.25;0.0;1.0757151013477262;2081.0;25.0;0.0;2081.0;0.0;19.18693872025394;8.86809564300636;16.0;0.0;0.0;843.8883686514398;0.0;0.0;0.0;0.0;3.4017299375300336;0.0;1023.0;False;0.0;0.0;369.0;0.0;0.0;0.0;654.0;24.0;0.0;0.0;115.0;0.0;0.0;93.76537429460444;0.0;0.0;2081.0;0.0;0.0;0.0;0.0;2.900048053820279;0.0;7002.9363221160975;0.0;0.0;2081.0;0.0;0.0;0.0;14.652071949691068;4.364088248036077;358900.48650844995;0.0;0.0;3.379321307258267;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;55.38973198643395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;0.6987025468524748
2081.0;69.48792289723033;5.121061874775067;51.25;0.0;1.0757151013477262;2081.0;25.0;0.0;2081.0;0.0;19.18693872025394;8.86809564300636;16.0;0.0;0.0;843.8883686514398;10.071428571428571;0.0;260.0;18.0;3.4017299375300336;0.0;1023.0;False;0.0;0.0;369.0;0.0;0.0;0.0;654.0;24.0;0.0;0.0;115.0;0.0;6.0;93.76537429460444;14.0;0.0;2081.0;0.0;0.0;0.0;14.0;2.900048053820279;0.0;7002.9363221160975;0.0;0.0;2081.0;0.0;0.0;3.0;14.652071949691068;4.364088248036077;358900.48650844995;0.0;0.0;3.379321307258267;0.0;0.0;18.571428571428573;13.5;0.0;0.0;9.0;0.0;55.38973198643395;0.0;0.0;10.5;0.0;0.0;0.0;14.0;90.0;0.6987025468524748
560.0;28.284271247461906;0.0;6.86842105263158;10.0;0.6229258965797584;560.0;9.0;0.0;560.0;0.0;6.560690396225526;4.032777735302236;9.0;20.0;0.0;103.02256254687515;3.0;0.0;40.0;3.0;1.625;0.0;65.0;False;0.0;0.0;29.0;0.0;0.0;0.0;36.0;13.0;0.0;0.0;28.0;0.0;3.0;41.20902501875006;2.0;0.0;560.0;0.0;0.0;0.0;2.0;1.4;0.0;312.4780699337442;0.0;0.0;560.0;0.0;0.0;3.0;9.624516742103516;3.217586401951787;2146.230954018612;0.0;0.0;2.598472098191647;0.0;0.0;20.0;3.0;0.0;0.0;2.5;30.0;18.631160648046606;0.0;0.0;3.0;0.0;0.0;0.0;2.0;19.0;0.2625
860.0;35.7957166897568;1.1547005383792517;16.95;0.0;1.0937607784345869;860.0;15.0;0.0;860.0;0.0;26.109821716048106;12.128280839355993;14.0;0.0;0.0;337.58546975577417;5.333333333333333;0.0;62.0;6.0;4.086046511627907;0.0;255.0;False;0.0;0.0;113.0;0.0;0.0;0.0;142.0;19.0;0.0;0.0;65.0;0.0;5.0;72.33974351909447;3.0;0.0;860.0;0.0;0.0;0.0;3.0;3.3860465116279066;0.0;1535.7037923222558;0.0;0.0;860.0;0.0;0.0;4.0;17.50389335614378;5.187927303538289;26030.17927986224;0.0;0.0;4.084644654507496;0.0;0.0;20.666666666666668;6.0;0.0;0.0;4.666666666666667;31.0;53.99758959620678;0.0;0.0;6.0;0.0;0.0;0.0;3.0;50.0;0.7527131782945737
1046.0;39.802009999496256;7.266360849833981;27.56;0.0;1.3172228859009938;1046.0;26.0;0.0;1046.0;0.0;35.613597794810794;14.829576458456339;16.0;0.0;0.0;450.0;7.6;0.0;89.0;16.0;5.007648183556405;0.0;389.0;False;0.0;0.0;159.0;0.0;0.0;0.0;230.0;25.0;0.0;0.0;101.0;0.0;0.0;100.0;5.0;0.0;1046.0;0.0;0.0;0.0;5.0;4.137667304015296;0.0;2590.0442667904485;0.0;0.0;1046.0;0.0;0.0;0.0;19.23548380708093;5.477569643601866;71381.61999274476;0.0;0.0;4.119991627740577;0.0;0.0;17.8;12.0;0.0;0.0;6.666666666666668;0.0;70.4134993874203;0.0;0.0;10.0;0.0;0.0;0.0;5.0;75.0;1.0344964945825368
707.0;39.597979746446654;7.7781745930520225;18.40909090909091;14.0;1.1026751432226365;707.0;15.0;0.0;707.0;0.0;19.584360563128023;10.399166391740383;11.0;28.0;0.0;174.34587507932721;8.5;0.0;56.0;14.0;3.4328147100424333;0.0;178.0;False;0.0;0.0;81.0;0.0;0.0;0.0;97.0;17.0;0.0;0.0;48.0;0.0;5.75;58.81033751683406;2.0;0.0;707.0;0.0;0.0;0.0;2.0;2.7284299858557284;0.0;994.123325128366;0.0;0.0;707.0;0.0;0.0;3.0;16.60595783058429;5.1635515341467215;18300.90666713583;0.0;0.0;3.89774732597132;0.0;0.0;28.0;11.25;0.0;0.0;5.0;42.0;36.961049309346045;0.0;0.0;8.5;0.0;0.0;0.0;2.0;33.0;0.6265912305516266
186.0;45.254833995939045;12.020815280171306;19.745098039215687;16.0;1.1019522878048684;186.0;19.0;0.0;186.0;0.0;24.57908379851033;10.987375584075568;15.0;32.0;0.0;392.9215684726281;11.5;0.0;64.0;20.0;3.6129032258064515;0.0;242.0;False;0.0;0.0;106.0;0.0;0.0;0.0;136.0;22.0;0.0;0.0;70.0;0.0;7.25;85.95159310338741;2.0;0.0;186.0;0.0;0.0;0.0;2.0;2.9086021505376345;0.0;1483.2864901006824;0.0;0.0;186.0;0.0;0.0;3.0;18.6465595734503;5.419748190150367;29287.63716728209;0.0;0.0;4.079908740738219;0.0;0.0;32.0;15.75;0.0;0.0;4.571428571428571;48.0;62.54016693871399;0.0;0.0;11.5;0.0;0.0;0.0;2.0;51.0;0.6749871991807475
390.0;0.0;0.0;6.0;33.0;0.5920952273822518;390.0;12.0;0.0;390.0;33.0;5.507081726346653;4.089381443713998;10.0;33.0;0.0;56.147098441152075;3.0;0.0;33.0;3.0;1.6153846153846154;0.0;45.0;False;0.0;0.0;19.0;0.0;0.0;0.0;26.0;15.0;0.0;0.0;31.0;0.0;3.0;49.82892142331044;1.0;0.0;390.0;0.0;0.0;0.0;1.0;1.328205128205128;0.0;222.9388339674094;0.0;0.0;390.0;0.0;0.0;3.0;10.926411055569446;3.4790255455072865;1337.6330038044564;0.0;0.0;2.6001728949779976;0.0;0.0;33.0;3.0;0.0;0.0;2.5;33.0;14.39146905830704;0.0;0.0;3.0;0.0;0.0;0.0;1.0;19.0;0.2512820512820513
894.0;48.790367901871775;7.071067811865476;22.52173913043478;17.25;1.1542968392659871;894.0;21.0;0.0;894.0;0.0;34.37005318479333;15.26548025619601;15.0;34.5;0.0;328.10565500851015;12.0;0.0;69.0;17.0;5.042505592841163;0.0;322.0;False;0.0;0.0;148.0;0.0;0.0;0.0;174.0;20.0;0.0;0.0;90.0;0.0;9.5;74.00879436282185;2.0;0.0;894.0;0.0;0.0;0.0;2.0;4.1029082774049215;0.0;2090.3766970181555;0.0;0.0;894.0;0.0;0.0;7.0;20.257675504754147;5.713619491210298;47078.91865458281;0.0;0.0;4.360893663932715;0.0;0.0;34.5;14.5;0.0;0.0;4.666666666666667;51.75;68.63472545390529;0.0;0.0;12.0;0.0;0.0;0.0;2.0;69.0;0.9004474272930649
3108.0;122.53652516698848;20.767763480933613;61.25757575757576;0.0;1.268484811280656;3108.0;26.0;0.0;3108.0;0.0;44.166790182431775;18.09166943759778;18.0;0.0;0.0;518.0615605397528;44.4;34.0;274.0;71.0;5.923745173745174;0.0;1543.0;False;0.0;0.0;622.0;0.0;0.0;0.0;921.0;26.0;0.0;0.0;158.0;0.0;30.0;104.0;5.0;0.0;3108.0;0.0;0.0;0.0;5.0;4.909266409266409;0.0;11269.733694437273;15.20526224699857;6.8;3108.0;0.0;0.0;21.0;19.992610592825503;5.6815198424404265;690356.5655546952;0.0;0.0;4.297303932729457;0.0;0.0;54.8;60.0;0.0;0.0;6.666666666666668;0.0;72.94647327223552;0.0;0.0;40.0;0.0;0.0;0.0;5.0;132.0;1.3102929227929228
551.0;29.0;1.0;13.842857142857143;0.0;0.9263650037173212;551.0;19.0;0.0;551.0;0.0;10.139366337938037;5.41930765130358;12.0;0.0;0.0;430.19550008653886;3.5;0.0;58.0;5.0;2.123411978221416;0.0;131.0;False;0.0;0.0;51.0;0.0;0.0;0.0;80.0;16.0;0.0;0.0;54.0;0.0;3.0;57.3594000115385;4.0;0.0;551.0;0.0;0.0;0.0;4.0;1.778584392014519;0.0;753.8902627834143;0.0;0.0;551.0;0.0;0.0;3.0;11.945230664157192;3.781199421415222;10435.995209101837;0.0;0.0;2.906728024874758;0.0;0.0;14.5;3.5;0.0;0.0;7.5;14.5;42.41034480741847;0.0;0.0;3.0;0.0;0.0;0.0;4.0;35.0;0.3738656987295826
563.0;28.5;1.0;13.842857142857143;0.0;0.9296829627926886;563.0;19.0;0.0;563.0;0.0;10.351946070895924;5.650008418616474;12.0;0.0;0.0;430.19550008653886;3.5;0.0;57.0;5.0;2.248667850799289;0.0;131.0;False;0.0;0.0;51.0;0.0;0.0;0.0;80.0;16.0;0.0;0.0;54.0;0.0;3.0;57.3594000115385;4.0;0.0;563.0;0.0;0.0;0.0;4.0;1.911190053285968;0.0;753.8902627834143;0.0;0.0;563.0;0.0;0.0;3.0;11.815581467664245;3.7495400669047423;10435.995209101837;0.0;0.0;2.9021894737242;0.0;0.0;14.25;3.5;0.0;0.0;7.5;14.25;41.94309374857696;0.0;0.0;3.0;0.0;0.0;0.0;4.0;35.0;0.4156305506216697
609.0;27.727242920997394;0.8944271909999159;16.5;0.0;1.1198140729750694;609.0;22.0;0.0;609.0;0.0;13.673701262138765;6.617077977085849;12.0;0.0;0.0;430.19550008653886;3.4;0.0;62.0;5.0;2.541871921182266;0.0;156.0;False;0.0;0.0;60.0;0.0;0.0;0.0;96.0;16.0;0.0;0.0;62.0;0.0;3.0;57.3594000115385;5.0;0.0;609.0;0.0;0.0;0.0;5.0;2.210180623973728;0.0;928.8546244203526;0.0;0.0;609.0;0.0;0.0;3.0;12.167986240879914;3.8728097090845246;15326.101302935818;0.0;0.0;3.1385487553469265;0.0;0.0;12.4;3.0;0.0;0.0;7.5;0.0;42.69740507879949;0.0;0.0;3.0;0.0;0.0;0.0;5.0;40.0;0.5681444991789819
517.0;0.0;0.0;10.363636363636363;0.0;1.1883571890810052;517.0;12.0;0.0;517.0;0.0;19.208857451074305;7.798839396752127;12.0;0.0;0.0;344.15640006923104;0.0;0.0;0.0;0.0;2.595744680851064;0.0;122.0;False;0.0;0.0;57.0;0.0;0.0;0.0;65.0;16.0;0.0;0.0;45.0;0.0;0.0;57.3594000115385;0.0;0.0;517.0;0.0;0.0;0.0;0.0;2.0638297872340425;0.0;670.0060777522202;0.0;0.0;517.0;0.0;0.0;0.0;14.870123297196038;4.656934197595271;6943.699351250283;0.0;0.0;3.614380627411657;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;56.33559746209614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.5106382978723404
341.0;0.0;0.0;6.545454545454546;0.0;0.6553313688784118;341.0;8.0;0.0;341.0;0.0;8.631411332806994;6.314765989296383;10.0;0.0;0.0;99.65784284662088;0.0;0.0;0.0;0.0;2.2580645161290325;0.0;70.0;False;0.0;0.0;36.0;0.0;0.0;0.0;34.0;13.0;0.0;0.0;30.0;0.0;0.0;41.20902501875006;0.0;0.0;341.0;0.0;0.0;0.0;0.0;1.8709677419354842;0.0;343.4823416925963;0.0;0.0;341.0;0.0;0.0;0.0;11.907050342595866;3.948674506784689;2248.2480547151763;0.0;0.0;3.1948131587848128;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;20.046141087656515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.3225806451612903
484.0;0.0;0.0;6.7142857142857135;0.0;0.6321280893339987;484.0;8.0;0.0;484.0;0.0;7.8093567672517565;5.913319355359353;10.0;0.0;0.0;99.65784284662088;0.0;0.0;0.0;0.0;2.113636363636364;0.0;93.0;False;0.0;0.0;47.0;0.0;0.0;0.0;46.0;13.0;0.0;0.0;36.0;0.0;0.0;41.20902501875006;0.0;0.0;484.0;0.0;0.0;0.0;0.0;1.75;0.0;480.8030251341351;0.0;0.0;484.0;0.0;0.0;0.0;11.73582088150659;3.884126532876529;3228.2488830434777;0.0;0.0;3.093688894036517;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;18.078946956810366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.3181818181818182
1265.0;57.5;22.18670773233379;24.042553191489358;0.0;0.9768687394382132;1265.0;20.0;0.0;1265.0;0.0;12.183674530667874;6.017344997165441;11.0;0.0;0.0;170.52564220421797;22.75;53.0;115.0;56.0;2.2956521739130435;0.0;264.0;False;0.0;0.0;113.0;0.0;0.0;0.0;151.0;13.0;0.0;0.0;67.0;0.0;11.0;41.20902501875006;4.0;0.0;1265.0;0.0;0.0;13.25;4.0;2.026086956521739;0.0;1601.4475462808518;26.5;13.25;1265.0;0.0;0.0;11.0;11.977104485549786;3.782394477072311;38502.8878148375;0.0;0.0;3.1702906779882047;0.0;0.0;28.75;23.75;0.0;0.0;5.0;28.75;28.997773939605302;0.0;0.0;12.0;0.0;0.0;0.0;4.0;47.0;0.463768115942029
144.0;0.0;0.0;10.967741935483868;0.0;0.5481834095492588;144.0;10.0;0.0;144.0;0.0;7.481089255825293;5.293652283721039;10.0;0.0;0.0;99.65784284662092;0.0;0.0;0.0;0.0;1.8194444444444444;0.0;131.0;False;0.0;0.0;68.0;0.0;0.0;0.0;63.0;13.0;0.0;0.0;41.0;0.0;0.0;41.20902501875006;0.0;0.0;144.0;0.0;0.0;0.0;0.0;1.4444444444444444;0.0;701.839312604969;0.0;0.0;144.0;0.0;0.0;0.0;12.139664181151712;3.923486350651056;7697.592460828691;0.0;0.0;3.046900931045393;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;19.000780061942606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.2361111111111111
