MethodLength_50%;TotalNumberOfOperators;blamemerge_blamegetEffort_mean;blamemerge_blamegetVocabulary_max;blame_merge_blame_getVolume_std;blamemerge_blamegetVolume_std;FileLength_min;blame_merge_blame_getEffort_count;blame_merge_blame_getLength_mean;blame_merge_blame_getLength_max;FileLength_50%;blame_merge_blame_getVolume_min;FileLength_count;FileLength_25%;blamemerge_blamegetVolume_mean;AnonymousInnerClassLength_50%;blame_merge_blame_getVolume_max;Difficulty;blame_merge_blame_getEffort_max;blame_merge_blame_getDifficulty_min;TotalNumberOfOperands;blame_merge_blame_getVocabulary_std;blame_merge_blame_getLength_min;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVocabulary_count;blame_merge_blame_getDifficulty_count;MethodLength_count;MethodLength_max;blamemerge_blamegetLength_max;FileLength_75%;blame_merge_blame_getVolume_mean;blamemerge_blamegetDifficulty_mean;MethodLength_std;blamemerge_blamegetDifficulty_max;blame_merge_blame_getDifficulty_max;Length;blame_merge_blame_getDifficulty_std;AnonymousInnerClassLength_max;blamemerge_blamegetEffort_std;blame_merge_blame_getVolume_count;Vocabulary;FileLength_max;AnonymousInnerClassLength_std;MethodLength_75%;blame_merge_blame_getEffort_mean;NumberOfDistinctOperands;blamemerge_blamegetVolume_max;blamemerge_blamegetEffort_count;AnonymousInnerClassLength_min;blame_merge_blame_getEffort_std;blame_merge_blame_getEffort_min;NumberOfDistinctOperators;blame_merge_blame_getLength_std;AnonymousInnerClassLength_mean;blamemerge_blamegetDifficulty_std;AnonymousInnerClassLength_25%;blamemerge_blamegetLength_count;blamemerge_blamegetDifficulty_count;blamemerge_blamegetVolume_count;FileLength_std;blame_merge_blame_getVocabulary_min;blame_merge_blame_getLength_count;blame_merge_blame_getDifficulty_mean;Volume;AnonymousInnerClassLength_75%;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetLength_mean;MethodLength_mean;blame_merge_blame_getVocabulary_max;MethodLength_min;FileLength_mean;Effort;MethodLength_25%;Bugged;blamemerge_blamegetVocabulary_std;AnonymousInnerClassLength_count;blamemerge_blamegetVocabulary_count;blamemerge_blamegetLength_std;blamemerge_blamegetEffort_max
15.0;218.0;36.826583598006;14.0;0.0;19.69811770909515;0.0;0.0;0.0;0.0;39.5;0.0;2.0;19.75;17.05032770768035;0.0;0.0;24.36923076923077;0.0;0.0;176.0;0.0;0.0;4.919261713203976;0.0;0.0;2.0;16.0;21.0;59.25;0.0;1.0868879724156582;1.4142135623730951;4.2;0.0;394.0;0.0;0.0;54.63930389979872;0.0;83.0;79.0;0.0;15.5;0.0;65.0;75.2842125151443;10565.0;0.0;0.0;0.0;18.0;0.0;0.0;1.0751402926936249;0.0;10565.0;10565.0;10565.0;55.86143571373726;0.0;0.0;0.0;2511.7655359506884;0.0;0.0;5.812210127780408;15.0;0.0;14.0;39.5;61209.79398378293;14.5;False;3.923348904495616;2.0;10565.0;5.4535266345755256;305.1218687638097
16.0;246.0;46.08195175009945;14.0;0.0;21.04004611853604;0.0;0.0;0.0;0.0;41.0;0.0;2.0;20.5;20.95928062151684;0.0;0.0;25.585714285714282;0.0;0.0;199.0;0.0;0.0;5.482151589242053;0.0;0.0;2.0;16.0;21.0;61.5;0.0;1.2736334264757243;0.0;4.2;0.0;445.0;0.0;0.0;57.838101224345124;0.0;88.0;82.0;0.0;16.0;0.0;70.0;75.2842125151443;8180.0;0.0;0.0;0.0;18.0;0.0;0.0;1.0848562853128976;0.0;8180.0;8180.0;8180.0;57.982756057296896;0.0;0.0;0.0;2874.4470702935987;0.0;0.0;6.710268948655258;16.0;0.0;16.0;41.0;73544.78146994048;16.0;False;4.266956695813234;2.0;8180.0;5.9770246974399965;305.1218687638097
16.0;218.0;36.88693594144214;14.0;0.0;19.077560186185046;0.0;0.0;0.0;0.0;40.5;0.0;2.0;20.25;16.657118895604004;0.0;0.0;24.36923076923077;0.0;0.0;176.0;0.0;0.0;4.825014879687102;0.0;0.0;2.0;17.0;21.0;60.75;0.0;1.1185164040958615;1.4142135623730951;4.2;0.0;394.0;0.0;0.0;52.9835422433604;0.0;83.0;81.0;0.0;16.5;0.0;65.0;75.2842125151443;11761.0;0.0;0.0;0.0;18.0;0.0;0.0;1.102765662318666;0.0;11761.0;11761.0;11761.0;57.27564927611035;0.0;0.0;0.0;2511.7655359506884;0.0;0.0;5.6780035711249015;16.0;0.0;15.0;40.5;61209.79398378293;15.5;False;3.9410826819525187;2.0;11761.0;5.350675457422877;305.1218687638097
15.5;202.0;25.99127205528385;14.0;0.0;12.316390766285059;0.0;0.0;0.0;0.0;40.0;0.0;2.0;20.0;14.019671490358427;0.0;0.0;22.125;0.0;0.0;177.0;0.0;0.0;4.6296842105263165;0.0;0.0;2.0;19.0;15.0;60.0;0.0;1.084978947368421;4.949747468305833;4.0;0.0;379.0;0.0;0.0;29.47198243551013;0.0;90.0;80.0;0.0;17.25;0.0;72.0;57.11032383086405;4750.0;0.0;0.0;0.0;18.0;0.0;0.0;0.9889610488685284;0.0;4750.0;4750.0;4750.0;56.56854249492381;0.0;0.0;0.0;2460.4123235089473;0.0;0.0;5.034947368421053;15.5;0.0;12.0;40.0;54436.622657635446;13.75;False;3.4572141768277818;2.0;4750.0;3.862454013702744;228.44129532345627
18.0;504.0;87.12952914858054;15.0;0.0;24.40822307092359;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;29.867780939264488;0.0;0.0;41.25757575757576;0.0;0.0;389.0;0.0;0.0;6.960700089755098;0.0;0.0;3.0;53.0;19.0;96.0;0.0;1.8864825466024344;22.143471573656498;4.8;0.0;893.0;0.0;0.0;87.31206272177744;0.0;160.0;192.0;0.0;35.5;0.0;132.0;74.23092131656186;15598.0;0.0;0.0;0.0;28.0;0.0;0.0;1.3974733938449204;0.0;15598.0;15598.0;15598.0;110.85125168440815;0.0;0.0;0.0;6538.481788734414;0.0;0.0;9.246826516220027;27.66666666666667;0.0;12.0;64.0;269761.9077382396;15.0;False;4.4893275961441095;3.0;15598.0;6.52988021604247;279.04195997053847
17.5;665.0;88.3064921297736;15.0;0.0;21.855633564919557;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;32.030274297220714;0.0;0.0;50.6260162601626;0.0;0.0;479.0;0.0;0.0;7.973936595329013;0.0;0.0;4.0;67.0;21.0;42.75;0.0;2.0941264837344225;25.82634314028991;4.0;0.0;1144.0;0.0;0.0;76.63116161497459;0.0;149.0;171.0;0.0;31.0;0.0;123.0;82.04470250777891;22522.0;0.0;0.0;0.0;26.0;0.0;0.0;1.1515932157197728;0.0;22522.0;22522.0;22522.0;85.5;0.0;0.0;0.0;8258.728787408714;0.0;0.0;9.838469052482017;28.5;0.0;12.0;42.75;418106.5378796265;15.0;False;3.967809846289152;4.0;22522.0;5.5369327261325285;328.17881003111563
40.0;683.0;101.27369436345144;15.0;0.0;24.549342678282557;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;33.65572944543505;0.0;0.0;53.5669014084507;0.0;0.0;461.0;0.0;0.0;7.798297436851652;0.0;0.0;3.0;47.0;23.0;86.5;0.0;2.122571588062121;16.822603841260722;7.2;0.0;1144.0;0.0;0.0;94.49271975846253;0.0;175.0;173.0;0.0;43.5;0.0;142.0;87.56916320732489;21497.0;0.0;0.0;0.0;33.0;0.0;0.0;1.377008651078221;0.0;21497.0;21497.0;21497.0;99.88159656980524;0.0;0.0;0.0;8524.185511936186;0.0;0.0;10.274317346606503;34.0;0.0;15.0;57.66666666666666;456614.2049052296;27.5;False;4.197750793832431;3.0;21497.0;6.3450562684229945;586.149651353549
31.0;558.0;36.84263209883672;16.0;0.0;19.22689783940954;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;15.024705733948295;0.0;0.0;45.43103448275862;0.0;0.0;425.0;0.0;0.0;4.171052631578949;0.0;0.0;3.0;68.0;24.0;100.0;0.0;1.0364958003115898;27.184554438136374;5.6;0.0;983.0;0.0;0.0;66.19207840616086;0.0;176.0;200.0;0.0;49.5;0.0;145.0;88.8105532353862;2812.0;0.0;0.0;0.0;31.0;0.0;0.0;1.2470573033482606;0.0;2812.0;2812.0;2812.0;115.47005383792515;0.0;0.0;0.0;7332.621281120461;0.0;0.0;5.101351351351352;38.0;0.0;15.0;66.66666666666667;333128.57027159346;23.0;False;4.138251326679463;3.0;2812.0;5.498750379203188;497.3390981181626
34.0;534.0;40.59782921434224;17.0;0.0;19.61598081097573;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;17.054408352998205;0.0;0.0;40.016233766233775;0.0;0.0;425.0;0.0;0.0;4.618189102564102;0.0;0.0;3.0;38.0;22.0;85.5;0.0;1.1023103632478632;12.858201014657276;4.666666666666667;0.0;959.0;0.0;0.0;66.0379350724414;0.0;183.0;171.0;0.0;36.0;0.0;154.0;89.92418250750748;2496.0;0.0;0.0;0.0;29.0;0.0;0.0;1.250992393274837;0.0;2496.0;2496.0;2496.0;98.726896031426;0.0;0.0;0.0;7207.556144914398;0.0;0.0;5.594551282051282;28.66666666666667;0.0;14.0;57.0;288419.2515781492;24.0;False;4.443776319962692;3.0;2496.0;5.575917509353649;359.6967300300299
24.0;381.0;29.548461649549857;15.0;0.0;17.46057109751663;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;13.605468768505304;0.0;0.0;37.30434782608695;0.0;0.0;312.0;0.0;0.0;3.8139109212934716;0.0;0.0;3.0;32.0;18.0;69.5;0.0;0.8931171736540864;6.5574385243019995;4.0;0.0;693.0;0.0;0.0;48.733051937801974;0.0;114.0;139.0;0.0;28.0;0.0;92.0;66.60791492653966;1639.0;0.0;0.0;0.0;22.0;0.0;0.0;1.1279137151437306;0.0;1639.0;1639.0;1639.0;80.25168741735797;0.0;0.0;0.0;4735.192779816166;0.0;0.0;4.596095179987797;25.0;0.0;19.0;46.33333333333334;176643.27848183786;21.5;False;4.1288941977349625;3.0;1639.0;5.208627611270443;250.0409981189452
4.0;1047.0;99.77522259824043;16.0;0.0;14.715368849053387;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;32.1441828531187;0.0;0.0;58.793103448275865;0.0;0.0;550.0;0.0;0.0;8.376305611284618;0.0;0.0;5.0;87.0;21.0;0.0;0.0;2.603638820520245;37.23976369420193;7.0;0.0;1597.0;0.0;0.0;71.59209170928926;0.0;176.0;236.0;0.0;5.0;0.0;145.0;84.0;48349.0;0.0;0.0;0.0;31.0;0.0;0.0;1.1928989476995429;0.0;48349.0;48349.0;48349.0;105.54240853799007;0.0;0.0;0.0;11912.712294963765;0.0;0.0;10.098347432211627;20.4;0.0;3.0;47.2;700385.3263073523;3.0;False;2.842969378017373;5.0;48349.0;3.7529100094908148;451.7052750908657
19.0;466.0;47.56152612953174;15.0;0.0;18.416975523333672;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;19.78727162579637;0.0;0.0;40.22727272727273;0.0;0.0;354.0;0.0;0.0;5.922288566081455;0.0;0.0;4.0;32.0;19.0;35.25;0.0;1.5294670706710634;8.05708797684788;4.0;0.0;820.0;0.0;0.0;62.61002640434413;0.0;135.0;141.0;0.0;23.0;0.0;110.0;74.23092131656186;11221.0;0.0;0.0;0.0;25.0;0.0;0.0;1.1322408006764348;0.0;11221.0;11221.0;11221.0;70.5;0.0;0.0;0.0;5802.988789581682;0.0;0.0;6.802245789145353;20.75;0.0;13.0;35.25;233438.41267180856;16.75;False;3.5119890869233514;4.0;11221.0;4.6835147553950325;259.8082246079665
36.0;575.0;54.078214009394905;15.0;0.0;21.22123469136423;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;21.42200494096912;0.0;0.0;43.480519480519476;0.0;0.0;432.0;0.0;0.0;5.932114882506528;0.0;0.0;3.0;64.0;19.0;88.5;0.0;1.4738871160107019;24.110855093366837;4.8;0.0;1007.0;0.0;0.0;70.327650257776;0.0;185.0;177.0;0.0;50.0;0.0;154.0;74.23092131656186;20682.0;0.0;0.0;0.0;31.0;0.0;0.0;1.2220409711965297;0.0;20682.0;20682.0;20682.0;102.19099764656376;0.0;0.0;0.0;7584.101130739926;0.0;0.0;6.977323276278889;38.66666666666666;0.0;16.0;59.0;329760.6569573672;26.0;False;4.251923051360494;3.0;20682.0;5.5290327205262075;259.8082246079665
3.5;522.0;44.47674014317851;18.0;0.0;19.98153613631961;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;14.974792098289221;0.0;0.0;48.13636363636363;0.0;0.0;353.0;0.0;0.0;4.276619508562919;0.0;0.0;8.0;18.0;23.0;0.0;0.0;1.1919410169130944;7.086203900134804;7.5;0.0;875.0;0.0;0.0;90.09462635740921;0.0;154.0;174.0;0.0;15.0;0.0;121.0;85.11011351724513;2686.0;0.0;0.0;0.0;33.0;0.0;0.0;1.506760557434949;0.0;2686.0;2686.0;2686.0;61.518289963229634;0.0;0.0;0.0;6358.43822310804;0.0;0.0;4.948994787788533;8.25;0.0;3.0;21.75;306072.0944668824;3.0;False;4.4529182658104105;8.0;2686.0;5.501989221648032;542.5480763932085
19.0;670.0;51.27424434668743;16.0;0.0;22.37426823802032;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;18.173802037242712;0.0;0.0;43.70512820512821;0.0;0.0;487.0;0.0;0.0;4.641073455488892;0.0;0.0;3.0;69.0;21.0;88.0;0.0;1.3392944010748449;30.413812651491103;7.0;0.0;1157.0;0.0;0.0;84.23177598741835;0.0;184.0;176.0;0.0;44.0;0.0;156.0;75.2842125151443;37002.0;0.0;0.0;0.0;28.0;0.0;0.0;1.4106761548390276;0.0;37002.0;37002.0;37002.0;101.61364737737414;0.0;0.0;0.0;8704.761183157963;0.0;0.0;6.047105561861521;34.0;0.0;14.0;58.66666666666666;380442.70350494224;16.5;False;4.038529926669462;3.0;37002.0;6.403947018680043;451.7052750908657
16.0;415.0;56.931178653311214;15.0;0.0;21.075396700423926;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;23.682204073449675;0.0;0.0;36.70588235294117;0.0;0.0;312.0;0.0;0.0;6.466224580017682;0.0;0.0;3.0;32.0;21.0;59.5;0.0;1.6058227022020124;10.214368964029706;4.2;0.0;727.0;0.0;0.0;70.14052487224029;0.0;126.0;119.0;0.0;24.0;0.0;102.0;75.2842125151443;11310.0;0.0;0.0;0.0;24.0;0.0;0.0;1.0917225329913611;0.0;11310.0;11310.0;11310.0;68.70468203356548;0.0;0.0;0.0;5072.482504384439;0.0;0.0;7.8450044208664895;20.33333333333333;0.0;13.0;39.66666666666666;186189.94604328767;14.5;False;3.5935337259624003;3.0;11310.0;5.351697495609678;305.1218687638097
16.0;393.0;51.43093883033646;15.0;0.0;24.63223900412817;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;18.733946381129844;0.0;0.0;35.320754716981135;0.0;0.0;288.0;0.0;0.0;4.567045404306113;0.0;0.0;3.0;33.0;21.0;60.5;0.0;1.1954524114787608;10.115993936995679;6.0;0.0;681.0;0.0;0.0;85.18072540906309;0.0;132.0;121.0;0.0;24.5;0.0;106.0;75.2842125151443;22619.0;0.0;0.0;0.0;26.0;0.0;0.0;1.3171225668598792;0.0;22619.0;22619.0;22619.0;69.85938257194472;0.0;0.0;0.0;4797.2323952831075;0.0;0.0;6.1233918387196615;21.33333333333333;0.0;15.0;40.333333333333336;169441.86875415052;15.5;False;4.273877677534491;3.0;22619.0;6.864827463584915;305.1218687638097
17.5;246.0;36.12539014001619;14.0;0.0;19.234066939420472;0.0;0.0;0.0;0.0;43.0;0.0;2.0;21.5;17.469062007774262;0.0;0.0;25.585714285714282;0.0;0.0;199.0;0.0;0.0;4.854837092731829;0.0;0.0;2.0;18.0;21.0;64.5;0.0;1.1342678123881131;0.7071067811865476;4.2;0.0;445.0;0.0;0.0;52.95976118328221;0.0;88.0;86.0;0.0;17.75;0.0;70.0;75.2842125151443;9975.0;0.0;0.0;0.0;18.0;0.0;0.0;0.9967927582247798;0.0;9975.0;9975.0;9975.0;60.811183182043095;0.0;0.0;0.0;2874.4470702935987;0.0;0.0;5.861854636591477;17.5;0.0;17.0;43.0;73544.78146994048;17.25;False;3.8785167177731337;2.0;9975.0;5.514928931167059;305.1218687638097
14.5;217.0;41.06268372998589;14.0;0.0;19.240312862548915;0.0;0.0;0.0;0.0;39.5;0.0;2.0;19.75;18.542770973137593;0.0;0.0;24.13636363636364;0.0;0.0;177.0;0.0;0.0;5.314718409843825;0.0;0.0;2.0;15.0;21.0;59.25;0.0;1.2451369075789331;0.7071067811865476;4.2;0.0;394.0;0.0;0.0;54.34698427566095;0.0;84.0;79.0;0.0;14.75;0.0;66.0;75.2842125151443;10565.0;0.0;0.0;0.0;18.0;0.0;0.0;1.093662110565875;0.0;10565.0;10565.0;10565.0;55.86143571373726;0.0;0.0;0.0;2518.5730645748317;0.0;0.0;6.264268812115476;14.5;0.0;14.0;39.5;60789.195331328876;14.25;False;3.860554032914397;2.0;10565.0;5.3350285364484415;305.1218687638097
34.0;541.0;41.68829009891172;17.0;0.0;19.795651743338595;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;17.874629535989822;0.0;0.0;40.444444444444436;0.0;0.0;416.0;0.0;0.0;4.852090032154341;0.0;0.0;3.0;40.0;22.0;79.0;0.0;1.1559944878272854;13.051181300301266;4.666666666666667;0.0;957.0;0.0;0.0;68.42434608677692;0.0;172.0;158.0;0.0;37.0;0.0;144.0;89.92418250750748;311.0;0.0;0.0;0.0;28.0;0.0;0.0;1.2356593123923358;0.0;311.0;311.0;311.0;91.22134253196087;0.0;0.0;0.0;7106.935370249908;0.0;0.0;5.945337620578778;29.66666666666667;0.0;15.0;52.66666666666666;287436.0527523296;24.5;False;4.2301514277322845;3.0;311.0;5.606468251636888;359.6967300300299
