WMC;Bugged;WMC_CK_mean;WMC_CK_25%;WMC_CK_max;WMC_CK_min;WMC_CK_std;NOCh;NMI;DIT;WMC_CK_50%;NMIR;WMC_CK_75%;NPM;NORM;WMC_CK_count
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;4.0;2.5;7.0;1.0;4.242640687119285;0.0;0.0;1.0;4.0;0.0;5.5;2.0;0.0;2.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
6.0;False;2.0;1.0;6.0;1.0;2.23606797749979;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;5.0
5.0;False;2.333333333333333;1.0;5.0;1.0;2.309401076758504;0.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;3.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
5.0;False;2.0;1.0;4.0;1.0;1.7320508075688772;0.0;0.0;1.0;1.0;0.0;2.5;3.0;0.0;3.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
3.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;5.0;3.0;9.0;1.0;5.656854249492381;0.0;0.0;1.0;5.0;0.0;7.0;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
6.0;False;2.4;1.0;8.0;1.0;3.130495168499705;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;5.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;4.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
5.0;False;2.0;1.0;4.0;1.0;1.7320508075688772;0.0;0.0;1.0;1.0;0.0;2.5;3.0;0.0;3.0
9.0;False;2.5;1.75;4.0;1.0;1.2909944487358056;0.0;0.0;1.0;2.5;0.0;3.25;2.0;0.0;4.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
9.0;False;4.0;1.0;10.0;1.0;5.196152422706632;0.0;0.0;1.0;1.0;0.0;5.5;3.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;5.0;3.0;9.0;1.0;5.656854249492381;0.0;0.0;0.0;5.0;0.0;7.0;0.0;0.0;2.0
0.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;False;2.4;1.0;8.0;1.0;3.130495168499705;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0
0.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0
0.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;False;2.0;1.0;4.0;1.0;1.7320508075688772;0.0;0.0;0.0;1.0;0.0;2.5;0.0;0.0;3.0
0.0;False;1.75;1.0;4.0;1.0;1.5;0.0;0.0;0.0;1.0;0.0;1.75;0.0;0.0;4.0
0.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
5.0;False;7.0;7.0;7.0;7.0;0.0;0.0;0.0;1.0;7.0;0.0;7.0;3.0;0.0;1.0
5.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
6.0;False;4.5;2.75;8.0;1.0;4.949747468305833;0.0;0.0;1.0;4.5;0.0;6.25;2.0;0.0;2.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;4.0
5.0;False;2.333333333333333;1.0;5.0;1.0;2.309401076758504;0.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;3.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
5.0;False;2.0;1.0;4.0;1.0;1.7320508075688772;0.0;0.0;1.0;1.0;0.0;2.5;3.0;0.0;3.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;False;1.5714285714285714;1.0;3.0;1.0;0.9759000729485332;0.0;0.0;1.0;1.0;0.0;2.0;4.0;0.0;7.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
9.0;False;1.1666666666666667;1.0;2.0;1.0;0.40824829046386296;0.0;0.0;1.0;1.0;0.0;1.0;6.0;0.0;6.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12.0;False;8.0;4.5;15.0;1.0;9.899494936611664;0.0;0.0;1.0;8.0;0.0;11.5;2.0;0.0;2.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
9.0;False;2.5;1.0;10.0;1.0;3.6742346141747673;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;6.0
8.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;5.0;0.0;6.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
7.0;False;3.333333333333333;1.0;8.0;1.0;4.0414518843273814;0.0;0.0;1.0;1.0;0.0;4.5;3.0;0.0;3.0
19.0;False;3.8;2.0;9.0;1.0;3.1144823004794877;0.0;0.0;1.0;3.0;0.0;4.0;3.0;0.0;5.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0
3.0;False;2.0;1.5;3.0;1.0;1.4142135623730951;0.0;0.0;1.0;2.0;0.0;2.5;1.0;0.0;2.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;False;2.0;1.5;3.0;1.0;1.4142135623730951;0.0;0.0;1.0;2.0;0.0;2.5;2.0;0.0;2.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
16.0;False;3.4;1.0;11.0;1.0;4.33589667773576;0.0;0.0;1.0;1.0;0.0;3.0;5.0;0.0;5.0
23.0;False;5.4;2.0;13.0;1.0;4.8270073544588685;0.0;0.0;1.0;4.0;0.0;7.0;2.0;0.0;5.0
4.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7.0;False;5.5;3.25;10.0;1.0;6.363961030678928;0.0;0.0;1.0;5.5;0.0;7.75;2.0;0.0;2.0
6.0;False;4.5;2.75;8.0;1.0;4.949747468305833;0.0;0.0;1.0;4.5;0.0;6.25;2.0;0.0;2.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;4.0
5.0;False;2.0;1.0;4.0;1.0;1.7320508075688772;0.0;0.0;1.0;1.0;0.0;2.5;3.0;0.0;3.0
16.0;False;7.5;4.25;14.0;1.0;9.192388155425117;0.0;0.0;1.0;7.5;0.0;10.75;2.0;0.0;2.0
5.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;False;3.5;2.25;6.0;1.0;3.5355339059327378;0.0;0.0;1.0;3.5;0.0;4.75;2.0;0.0;2.0
4.0;False;2.5;1.75;4.0;1.0;2.1213203435596424;0.0;0.0;1.0;2.5;0.0;3.25;2.0;0.0;2.0
5.0;False;2.333333333333333;1.0;5.0;1.0;2.309401076758504;0.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;3.0
9.0;False;3.333333333333333;1.5;7.0;1.0;3.2145502536643185;0.0;0.0;1.0;2.0;0.0;4.5;2.0;0.0;3.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
3.0;False;3.0;3.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;0.0;1.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
4.0;False;2.5;1.75;4.0;1.0;2.1213203435596424;0.0;0.0;1.0;2.5;0.0;3.25;2.0;0.0;2.0
5.0;False;1.25;1.0;2.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;1.25;4.0;0.0;4.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5.0;False;3.0;2.0;5.0;1.0;2.8284271247461903;0.0;0.0;1.0;3.0;0.0;4.0;2.0;0.0;2.0
4.0;False;2.5;1.75;4.0;1.0;2.1213203435596424;0.0;0.0;1.0;2.5;0.0;3.25;2.0;0.0;2.0
4.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
9.0;False;3.333333333333333;1.5;7.0;1.0;3.2145502536643185;0.0;0.0;1.0;2.0;0.0;4.5;2.0;0.0;3.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
24.0;False;1.3157894736842106;1.0;4.0;1.0;0.8200698871944031;0.0;0.0;1.0;1.0;0.0;1.0;14.0;0.0;19.0
24.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;14.0;0.0;1.0
4.0;False;3.0;3.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;1.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
7.0;False;1.5;1.0;4.0;1.0;1.224744871391589;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;6.0
7.0;False;1.875;1.0;4.0;1.0;1.1259916264596033;0.0;0.0;1.0;1.5;0.0;2.25;3.0;0.0;8.0
7.0;False;7.0;7.0;7.0;7.0;0.0;0.0;0.0;1.0;7.0;0.0;7.0;3.0;0.0;1.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
5.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
5.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30.0;False;2.25;1.0;5.0;1.0;1.3887301496588271;0.0;0.0;1.0;2.0;0.0;3.0;8.0;0.0;8.0
9.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;4.0
13.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;8.0
2.0;False;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;1.0
6.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;4.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4.0
22.0;False;1.3;1.0;3.0;1.0;0.6749485577105528;0.0;0.0;1.0;1.0;0.0;1.0;14.0;0.0;10.0
14.0;False;1.6666666666666667;1.0;3.0;1.0;1.0327955589886446;0.0;0.0;1.0;1.0;0.0;2.5;6.0;0.0;6.0
4.0;False;3.0;3.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;1.0;0.0;1.0
1.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
11.0;False;6.0;6.0;6.0;6.0;0.0;0.0;0.0;1.0;6.0;0.0;6.0;1.0;0.0;1.0
0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20.0;False;1.1538461538461535;1.0;3.0;1.0;0.5547001962252291;0.0;0.0;1.0;1.0;0.0;1.0;13.0;0.0;13.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0
8.0;False;4.0;3.5;5.0;3.0;1.4142135623730951;0.0;0.0;1.0;4.0;0.0;4.5;2.0;0.0;2.0
6.0;False;1.5;1.25;2.0;1.0;0.7071067811865476;0.0;0.0;1.0;1.5;0.0;1.75;1.0;0.0;2.0
17.0;False;1.2222222222222223;1.0;3.0;1.0;0.6666666666666667;0.0;0.0;1.0;1.0;0.0;1.0;9.0;0.0;9.0
4.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
28.0;False;1.3333333333333333;1.0;2.0;1.0;0.5773502691896257;0.0;0.0;1.0;1.0;0.0;1.5;3.0;0.0;3.0
8.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;3.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
33.0;False;8.75;1.0;28.0;1.0;12.971121771072848;0.0;0.0;1.0;3.0;0.0;10.75;3.0;0.0;4.0
9.0;False;3.25;1.0;10.0;1.0;4.5;0.0;0.0;1.0;1.0;0.0;3.25;2.0;0.0;4.0
32.0;False;11.333333333333336;1.0;32.0;1.0;17.897858344878394;0.0;0.0;1.0;1.0;0.0;16.5;3.0;0.0;3.0
9.0;False;2.75;1.0;8.0;1.0;3.5;0.0;0.0;1.0;1.0;0.0;2.75;2.0;0.0;4.0
7.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
3.0;False;2.0;1.5;3.0;1.0;1.4142135623730951;0.0;0.0;1.0;2.0;0.0;2.5;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
3.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0
2.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
13.0;False;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;3.0
