MethodLength_mean;AnonymousInnerClassLength_75%;Effort;AnonymousInnerClassLength_std;TotalNumberOfOperators;AnonymousInnerClassLength_count;AnonymousInnerClassLength_min;FileLength_std;TotalNumberOfOperands;Volume;MethodLength_25%;Vocabulary;MethodLength_max;FileLength_50%;NumberOfDistinctOperands;Bugged;FileLength_25%;FileLength_75%;AnonymousInnerClassLength_50%;NumberOfDistinctOperators;Difficulty;Length;FileLength_min;MethodLength_50%;MethodLength_min;MethodLength_count;MethodLength_75%;MethodLength_std;FileLength_count;AnonymousInnerClassLength_mean;AnonymousInnerClassLength_max;FileLength_max;AnonymousInnerClassLength_25%;FileLength_mean
0.0;0.0;2388.2939252782176;0.0;33.0;6.0;0.0;21.22891110412088;36.0;331.7074896219747;0.0;28.0;0.0;0.0;20.0;False;0.0;0.0;0.0;8.0;7.2;69.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;52.0;0.0;8.666666666666666
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;40254.69773186821;0.0;223.0;19.0;0.0;34.87119154832539;121.0;2079.2715770593077;3.0;66.0;3.0;0.0;50.0;False;0.0;0.0;0.0;16.0;19.36;344.0;0.0;3.0;3.0;19.0;3.0;0.0;19.0;0.0;0.0;152.0;0.0;8.0
3.0;0.0;22962.28502533289;0.0;137.0;9.0;0.0;33.666666666666664;73.0;1132.3866587835398;3.0;42.0;3.0;0.0;27.0;False;0.0;0.0;0.0;15.0;20.277777777777786;210.0;0.0;3.0;3.0;9.0;3.0;0.0;9.0;0.0;0.0;101.0;0.0;11.222222222222221
0.0;0.0;21376.316731014125;0.0;98.0;13.0;0.0;35.500812558414665;115.0;1208.2265978399287;0.0;51.0;0.0;0.0;39.0;False;0.0;0.0;0.0;12.0;17.69230769230769;213.0;0.0;0.0;0.0;13.0;0.0;0.0;13.0;0.0;0.0;128.0;0.0;9.846153846153848
0.0;0.0;10033.885103728066;0.0;62.0;9.0;0.0;23.33333333333333;76.0;744.1398043434689;0.0;42.0;0.0;0.0;31.0;False;0.0;0.0;0.0;11.0;13.483870967741936;138.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;70.0;0.0;7.777777777777778
0.0;0.0;6370.419788648685;0.0;45.0;6.0;0.0;20.00416623272929;59.0;549.6818307616738;0.0;39.0;0.0;0.0;28.0;False;0.0;0.0;0.0;11.0;11.589285714285715;104.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;49.0;0.0;8.166666666666666
0.0;0.0;30648.043359621006;0.0;168.0;21.0;0.0;22.476442694307217;136.0;1837.4958122849696;0.0;66.0;0.0;0.0;53.0;False;0.0;0.0;0.0;13.0;16.67924528301887;304.0;0.0;0.0;0.0;21.0;0.0;0.0;21.0;0.0;0.0;103.0;0.0;4.904761904761905
0.0;0.0;10134.480834374606;0.0;66.0;7.0;0.0;18.898223650461357;69.0;745.6808640676967;0.0;46.0;0.0;0.0;33.0;False;0.0;0.0;0.0;13.0;13.590909090909092;135.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;50.0;0.0;7.142857142857142
0.0;0.0;4718.048326369029;0.0;45.0;5.0;0.0;19.677398201998148;41.0;441.11833945726715;0.0;35.0;0.0;0.0;23.0;False;0.0;0.0;0.0;12.0;10.695652173913043;86.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;44.0;0.0;8.8
0.0;0.0;7986.238552796594;0.0;64.0;9.0;0.0;18.0;67.0;715.1855420414861;0.0;44.0;0.0;0.0;33.0;False;0.0;0.0;0.0;11.0;11.166666666666664;131.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;54.0;0.0;6.0
0.0;0.0;5618.6744915675035;0.0;43.0;5.0;0.0;21.46625258399798;52.0;491.14287513701964;0.0;36.0;0.0;0.0;25.0;False;0.0;0.0;0.0;11.0;11.44;95.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;48.0;0.0;9.6
0.0;0.0;7513.9334100572305;0.0;53.0;8.0;0.0;19.091883092036785;66.0;641.6857733106725;0.0;42.0;0.0;0.0;31.0;False;0.0;0.0;0.0;11.0;11.709677419354836;119.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;54.0;0.0;6.75
0.0;0.0;2068.1934759820806;0.0;27.0;2.0;0.0;25.45584412271571;33.0;282.0263830884656;0.0;26.0;0.0;18.0;18.0;False;9.0;27.0;0.0;8.0;7.333333333333332;60.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;36.0;0.0;18.0
0.0;0.0;5290.687621081111;0.0;46.0;6.0;0.0;19.187669651801556;52.0;517.9694174485004;0.0;39.0;0.0;0.0;28.0;False;0.0;0.0;0.0;11.0;10.214285714285714;98.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;47.0;0.0;7.833333333333332
0.0;0.0;28176.608580262506;0.0;128.0;18.0;0.0;19.798989873223327;140.0;1576.5483372289734;0.0;59.0;0.0;0.0;47.0;False;0.0;0.0;0.0;12.0;17.872340425531913;268.0;0.0;0.0;0.0;18.0;0.0;0.0;18.0;0.0;0.0;84.0;0.0;4.666666666666667
0.0;0.0;20838.373284412337;0.0;105.0;16.0;0.0;42.75;118.0;1295.0401476188458;0.0;56.0;0.0;0.0;44.0;False;0.0;0.0;0.0;12.0;16.09090909090909;223.0;0.0;0.0;0.0;16.0;0.0;0.0;16.0;0.0;0.0;171.0;0.0;10.6875
0.0;0.0;9141.33066288911;0.0;60.0;7.0;0.0;19.27618812347059;68.0;694.5618886018684;0.0;43.0;0.0;0.0;31.0;False;0.0;0.0;0.0;12.0;13.161290322580646;128.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;51.0;0.0;7.2857142857142865
0.0;0.0;7249.750080115781;0.0;60.0;8.0;0.0;18.384776310850235;61.0;648.2637925587882;0.0;41.0;0.0;0.0;30.0;False;0.0;0.0;0.0;11.0;11.183333333333335;121.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;52.0;0.0;6.5
0.0;0.0;6263.909367682426;0.0;49.0;7.0;0.0;19.27618812347059;58.0;569.4463061529477;0.0;40.0;0.0;0.0;29.0;False;0.0;0.0;0.0;11.0;11.0;107.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;51.0;0.0;7.2857142857142865
0.0;0.0;5003.142681223792;0.0;47.0;2.0;0.0;26.87005768508881;51.0;465.97897521202003;0.0;27.0;0.0;19.0;19.0;False;9.5;28.5;0.0;8.0;10.736842105263158;98.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;38.0;0.0;19.0
0.0;0.0;5003.142681223792;0.0;47.0;1.0;0.0;0.0;51.0;465.97897521202003;0.0;27.0;0.0;0.0;19.0;False;0.0;0.0;0.0;8.0;10.736842105263158;98.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;4579.423877528467;0.0;45.0;3.0;0.0;33.4863156129983;48.0;477.0233205758819;0.0;35.0;0.0;0.0;25.0;False;0.0;29.0;0.0;10.0;9.6;93.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;58.0;0.0;19.33333333333333
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;31348.056693243536;0.0;149.0;24.0;0.0;20.82066281365701;150.0;1832.6556220665448;0.0;70.0;0.0;0.0;57.0;False;0.0;0.0;0.0;13.0;17.105263157894736;299.0;0.0;0.0;0.0;24.0;0.0;0.0;24.0;0.0;0.0;102.0;0.0;4.25
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2665.909090909091;0.0;35.0;2.0;0.0;26.87005768508881;34.0;345.0;0.0;32.0;0.0;19.0;22.0;False;9.5;28.5;0.0;10.0;7.7272727272727275;69.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;38.0;0.0;19.0
0.0;0.0;1002.1418037290528;0.0;19.0;1.0;0.0;0.0;17.0;165.05865002596164;0.0;24.0;0.0;34.0;14.0;False;34.0;34.0;0.0;10.0;6.071428571428571;36.0;34.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;34.0;0.0;34.0
0.0;0.0;2433.9994439269626;0.0;35.0;0.0;0.0;0.0;27.0;280.46084127553485;0.0;23.0;0.0;0.0;14.0;False;0.0;0.0;0.0;9.0;8.678571428571429;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;23441.165196857542;0.0;116.0;13.0;0.0;51.309768150833705;119.0;1346.061306822352;0.0;53.0;0.0;0.0;41.0;False;0.0;0.0;0.0;12.0;17.414634146341463;235.0;0.0;0.0;0.0;13.0;0.0;0.0;13.0;0.0;0.0;185.0;0.0;14.230769230769232
0.0;0.0;7674.185414936666;0.0;83.0;2.0;0.0;45.9619407771256;51.0;752.3711191114377;0.0;49.0;0.0;32.5;35.0;False;16.25;48.75;0.0;14.0;10.2;134.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;65.0;0.0;32.5
0.0;0.0;42302.83807359971;0.0;144.0;12.0;0.0;20.49593455623171;186.0;2029.4165494365448;0.0;71.0;0.0;0.0;58.0;False;0.0;0.0;0.0;13.0;20.844827586206893;330.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0;0.0;0.0;71.0;0.0;5.916666666666668
0.0;0.0;7522.00301448379;0.0;52.0;7.0;0.0;38.17441177393195;56.0;578.6156164987533;0.0;41.0;0.0;0.0;28.0;False;0.0;0.0;0.0;13.0;13.0;108.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;101.0;0.0;14.428571428571427
0.0;0.0;2408.093074064141;0.0;34.0;0.0;0.0;0.0;26.0;267.56589711823784;0.0;22.0;0.0;0.0;13.0;False;0.0;0.0;0.0;9.0;9.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.153846153846153;0.0;77786.69754237264;0.0;285.0;13.0;0.0;42.43456501123003;130.0;2592.889918079088;3.0;76.0;18.0;0.0;52.0;False;0.0;0.0;0.0;24.0;30.0;415.0;0.0;3.0;3.0;13.0;3.0;4.16025147168922;13.0;0.0;0.0;153.0;0.0;11.769230769230768
3.0;0.0;17587.659540995784;0.0;113.0;7.0;0.0;35.150695989858136;70.0;1005.0091166283304;3.0;45.0;3.0;0.0;30.0;False;0.0;0.0;0.0;15.0;17.5;183.0;0.0;3.0;3.0;7.0;3.0;0.0;7.0;0.0;0.0;93.0;0.0;13.285714285714285
0.0;0.0;31389.12489948386;0.0;159.0;28.0;0.0;50.64723938323645;142.0;1863.1371922228848;0.0;73.0;0.0;0.0;59.0;False;0.0;0.0;0.0;14.0;16.847457627118644;301.0;0.0;0.0;0.0;28.0;0.0;0.0;28.0;0.0;0.0;268.0;0.0;9.571428571428571
0.0;0.0;11874.419711575249;0.0;79.0;10.0;0.0;11.700427342623005;75.0;882.0997500027327;0.0;53.0;0.0;0.0;39.0;False;0.0;0.0;0.0;14.0;13.461538461538465;154.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;37.0;0.0;3.7
3.111111111111111;0.0;31447.926095889976;0.0;158.0;9.0;0.0;32.333333333333336;84.0;1372.726932757102;3.0;51.0;4.0;0.0;33.0;False;0.0;0.0;0.0;18.0;22.90909090909091;242.0;0.0;3.0;3.0;9.0;3.0;0.33333333333333337;9.0;0.0;0.0;97.0;0.0;10.777777777777779
0.0;0.0;7834.460483441897;0.0;57.0;9.0;0.0;32.333333333333336;59.0;633.2940677619265;0.0;44.0;0.0;0.0;31.0;False;0.0;0.0;0.0;13.0;12.370967741935484;116.0;0.0;0.0;0.0;9.0;0.0;0.0;9.0;0.0;0.0;97.0;0.0;10.777777777777779
0.0;0.0;2433.9994439269626;0.0;35.0;0.0;0.0;0.0;27.0;280.46084127553485;0.0;23.0;0.0;0.0;14.0;False;0.0;0.0;0.0;9.0;8.678571428571429;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37.333333333333336;0.0;230799.13773999215;0.0;416.0;3.0;0.0;101.61364737737414;274.0;4632.829407189624;15.0;105.0;82.0;0.0;77.0;False;0.0;88.0;0.0;28.0;49.81818181818182;690.0;0.0;27.0;3.0;3.0;54.5;40.5010287935175;3.0;0.0;0.0;176.0;0.0;58.66666666666666
19.857142857142858;0.0;459983.2426320935;0.0;597.0;7.0;0.0;86.17589984610382;442.0;7689.5137342971875;6.0;169.0;52.0;0.0;133.0;False;0.0;0.0;0.0;36.0;59.81954887218046;1039.0;0.0;10.0;3.0;7.0;31.0;18.560069786404107;7.0;0.0;0.0;228.0;0.0;32.57142857142857
3.0;0.0;1984.7128082200147;0.0;30.0;1.0;0.0;0.0;15.0;203.5602880225656;3.0;23.0;3.0;39.0;10.0;False;39.0;39.0;0.0;13.0;9.75;45.0;39.0;3.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;39.0;0.0;39.0
0.0;0.0;27837.905292044215;0.0;96.0;6.0;0.0;22.453655975512465;111.0;1191.261712947838;0.0;54.0;0.0;0.0;38.0;False;0.0;0.0;0.0;16.0;23.36842105263158;207.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;55.0;0.0;9.166666666666666
0.0;0.0;426940.8235175589;0.0;835.0;125.0;0.0;56.796126628494655;881.0;13375.217626656782;0.0;222.0;0.0;0.0;207.0;False;0.0;0.0;0.0;15.0;31.920289855072465;1716.0;0.0;0.0;0.0;125.0;0.0;0.0;125.0;0.0;0.0;635.0;0.0;5.08
0.0;0.0;2885.2516702178086;0.0;32.0;0.0;0.0;0.0;24.0;274.7858733540771;0.0;30.0;0.0;0.0;16.0;False;0.0;0.0;0.0;14.0;10.5;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1574.8967138579196;0.0;23.0;0.0;0.0;0.0;19.0;204.0352017953581;0.0;29.0;0.0;0.0;16.0;False;0.0;0.0;0.0;13.0;7.71875;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;4400.277777777777;0.0;42.0;0.0;0.0;0.0;31.0;365.0;0.0;32.0;0.0;0.0;18.0;False;0.0;0.0;0.0;14.0;12.055555555555555;73.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;9728.102668438942;0.0;60.0;7.0;0.0;33.638838097821214;70.0;682.2305767476661;0.0;38.0;0.0;0.0;27.0;False;0.0;0.0;0.0;11.0;14.25925925925926;130.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;89.0;0.0;12.714285714285715
0.0;0.0;42370.73431546747;0.0;148.0;23.0;0.0;26.06430175713434;178.0;1977.5450760892334;0.0;67.0;0.0;0.0;54.0;False;0.0;0.0;0.0;13.0;21.425925925925924;326.0;0.0;0.0;0.0;23.0;0.0;0.0;23.0;0.0;0.0;125.0;0.0;5.434782608695652
0.0;0.0;4869.392126485548;0.0;46.0;0.0;0.0;0.0;31.0;381.47311589978943;0.0;31.0;0.0;0.0;17.0;False;0.0;0.0;0.0;14.0;12.764705882352946;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;3939.9445076503694;0.0;40.0;0.0;0.0;0.0;30.0;343.4823416925963;0.0;30.0;0.0;0.0;17.0;False;0.0;0.0;0.0;13.0;11.470588235294118;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;4345.121587521667;0.0;41.0;0.0;0.0;0.0;30.0;351.7479380374682;0.0;31.0;0.0;0.0;17.0;False;0.0;0.0;0.0;14.0;12.352941176470587;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;67481.56321269629;0.0;249.0;43.0;0.0;23.94227554221893;238.0;3296.105766166363;0.0;109.0;0.0;0.0;93.0;False;0.0;0.0;0.0;16.0;20.473118279569885;487.0;0.0;0.0;0.0;43.0;0.0;0.0;43.0;0.0;0.0;157.0;0.0;3.651162790697674
0.0;0.0;4345.121587521667;0.0;41.0;0.0;0.0;0.0;30.0;351.7479380374682;0.0;31.0;0.0;0.0;17.0;False;0.0;0.0;0.0;14.0;12.352941176470587;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2673.533773048465;0.0;32.0;0.0;0.0;0.0;25.0;279.69276394968557;0.0;30.0;0.0;0.0;17.0;False;0.0;0.0;0.0;13.0;9.558823529411764;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;4731.469256815514;0.0;47.0;2.0;0.0;35.355339059327385;29.0;372.9236852662474;3.0;30.0;3.0;25.0;16.0;False;12.5;37.5;0.0;14.0;12.6875;76.0;0.0;3.0;3.0;2.0;3.0;0.0;2.0;0.0;0.0;50.0;0.0;25.0
0.0;0.0;19125.55554330971;0.0;86.0;7.0;0.0;22.67786838055364;104.0;1103.3974351909449;0.0;56.0;0.0;0.0;42.0;False;0.0;0.0;0.0;14.0;17.333333333333332;190.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;60.0;0.0;8.571428571428571
0.0;0.0;1946.706883238691;0.0;34.0;0.0;0.0;0.0;24.0;275.7834751254813;0.0;27.0;0.0;0.0;17.0;False;0.0;0.0;0.0;10.0;7.0588235294117645;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2673.533773048465;0.0;32.0;0.0;0.0;0.0;25.0;279.69276394968557;0.0;30.0;0.0;0.0;17.0;False;0.0;0.0;0.0;13.0;9.558823529411764;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;0.0;20717.420555281697;0.0;114.0;8.0;0.0;37.476659402887016;65.0;910.6558485838108;3.0;34.0;3.0;0.0;20.0;False;0.0;0.0;0.0;14.0;22.75;179.0;0.0;3.0;3.0;8.0;3.0;0.0;8.0;0.0;0.0;106.0;0.0;13.25
0.0;0.0;3939.9445076503694;0.0;40.0;0.0;0.0;0.0;30.0;343.4823416925963;0.0;30.0;0.0;0.0;17.0;False;0.0;0.0;0.0;13.0;11.470588235294118;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1325.6626356031752;0.0;24.0;1.0;0.0;0.0;17.0;194.95038758870223;0.0;27.0;0.0;35.0;15.0;False;35.0;35.0;0.0;12.0;6.8;41.0;35.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;35.0;0.0;35.0
0.0;0.0;4159.166666666667;0.0;38.0;0.0;0.0;0.0;31.0;345.0;0.0;32.0;0.0;0.0;18.0;False;0.0;0.0;0.0;14.0;12.055555555555555;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2673.533773048465;0.0;32.0;0.0;0.0;0.0;25.0;279.69276394968557;0.0;30.0;0.0;0.0;17.0;False;0.0;0.0;0.0;13.0;9.558823529411764;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;31423.769321674896;0.0;127.0;11.0;0.0;29.8496231131986;129.0;1552.9188327571896;0.0;67.0;0.0;0.0;51.0;False;0.0;0.0;0.0;16.0;20.23529411764705;256.0;0.0;0.0;0.0;11.0;0.0;0.0;11.0;0.0;0.0;99.0;0.0;9.0
0.0;0.0;23822.03775836021;0.0;136.0;7.0;0.0;32.12698020578432;125.0;1583.2492787094784;0.0;67.0;0.0;0.0;54.0;False;0.0;0.0;0.0;13.0;15.046296296296294;261.0;0.0;0.0;0.0;7.0;0.0;0.0;7.0;0.0;0.0;85.0;0.0;12.142857142857142
0.0;0.0;4159.166666666667;0.0;38.0;0.0;0.0;0.0;31.0;345.0;0.0;32.0;0.0;0.0;18.0;False;0.0;0.0;0.0;14.0;12.055555555555555;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;3771.244324717832;0.0;37.0;0.0;0.0;0.0;31.0;336.8853491063076;0.0;31.0;0.0;0.0;18.0;False;0.0;0.0;0.0;13.0;11.194444444444445;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;21344.216027239043;0.0;98.0;12.0;0.0;25.980762113533157;106.0;1179.3973815590307;0.0;55.0;0.0;0.0;41.0;False;0.0;0.0;0.0;14.0;18.097560975609763;204.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0;0.0;0.0;90.0;0.0;7.5
0.0;0.0;6634.091060916755;0.0;47.0;4.0;0.0;24.0;65.0;591.9650485125719;0.0;39.0;0.0;0.0;29.0;False;0.0;12.0;0.0;10.0;11.20689655172414;112.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;48.0;0.0;12.0
0.0;0.0;2744.3495228259744;0.0;33.0;0.0;0.0;0.0;26.0;292.2975823128257;0.0;31.0;0.0;0.0;18.0;False;0.0;0.0;0.0;13.0;9.388888888888893;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.142857142857143;0.0;261177.78662300212;0.0;531.0;14.0;0.0;60.133779430295476;366.0;6422.404589090215;3.0;143.0;14.0;0.0;117.0;False;0.0;0.0;0.0;26.0;40.66666666666666;897.0;0.0;3.0;3.0;14.0;3.0;2.983470948593082;14.0;0.0;0.0;225.0;0.0;16.071428571428573
0.0;0.0;3939.9445076503694;0.0;40.0;0.0;0.0;0.0;30.0;343.4823416925963;0.0;30.0;0.0;0.0;17.0;False;0.0;0.0;0.0;13.0;11.470588235294118;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;36591.17647058824;0.0;125.0;10.0;0.0;42.690748412273116;165.0;1740.0;0.0;64.0;0.0;0.0;51.0;False;0.0;0.0;0.0;13.0;21.029411764705888;290.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;135.0;0.0;13.5
0.0;0.0;2790.599978900116;0.0;41.0;6.0;0.0;17.55467648994611;31.0;375.0806423252844;0.0;37.0;0.0;0.0;25.0;False;0.0;0.0;0.0;12.0;7.44;72.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0;43.0;0.0;7.166666666666668
0.0;0.0;4987.856154021933;0.0;50.0;0.0;0.0;0.0;29.0;420.4323194961016;0.0;40.0;0.0;0.0;22.0;False;0.0;0.0;0.0;18.0;11.863636363636365;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
