IsConstructor_count;NumberOfUniqueWords_mean;NumberOfMathOperations_75%;NumberOfModifiers_min;LOCMethod_CK_mean;NumberOfModifiers_count;NumberOfStringLiterals_75%;NumberOfMathOperations_count;NumberOfAnonymousClasses_min;LOCMethod_CK_25%;CBO_75%;NumberOfAnonymousClasses_std;NumberOfLoops_count;NumberOfLogStatements_max;Returns_50%;NumberOfStringLiterals_50%;NumberOfLoops_max;CBO_50%;NumberOfNumbers_75%;LOCMethod_CK_max;NumberOfAssignments_50%;NumberOfParameters_CK_count;NumberOfUniqueWords_count;LOCMethod_CK_std;NumberOfComparisons_25%;NumberOfNumbers_mean;WMC_CK_min;NumberOfMathOperations_50%;CBO_max;NumberOfNumbers_std;NumberOfParenthesizedExps_max;NumberOfAnonymousClasses_count;IsConstructor_unique;NumberOfTryCatch_75%;NumberOfLambdas_75%;NumberOfInnerClasses_count;RFC_min;LOCMethod_CK_count;NumberOfParenthesizedExps_50%;NumberOfNumbers_max;NumberOfTryCatch_mean;NumberOfAssignments_std;NumberOfVariables_50%;LOCMethod_CK_min;NumberOfLoops_50%;NumberOfComparisons_50%;RFC_mean;NumberOfVariables_std;NumberOfInnerClasses_75%;NumberOfParameters_CK_max;NumberOfLogStatements_50%;NumberOfStringLiterals_max;NumberOfModifiers_50%;NumberOfMathOperations_mean;CBO_min;CBO_count;WMC_CK_50%;NumberOfStringLiterals_std;CBO_mean;NumberOfInnerClasses_25%;MaxNumberOfNestedBlocks_mean;NumberOfLoops_std;NumberOfUniqueWords_min;NumberOfParenthesizedExps_75%;NumberOfMathOperations_25%;WMC_CK_25%;NumberOfMathOperations_std;NumberOfInnerClasses_50%;NumberOfVariables_mean;NumberOfComparisons_max;NumberOfLambdas_mean;NumberOfTryCatch_max;NumberOfNumbers_count;NumberOfParenthesizedExps_count;NumberOfMathOperations_min;IsConstructor_top;NumberOfModifiers_75%;NumberOfNumbers_25%;Returns_std;MaxNumberOfNestedBlocks_75%;NumberOfComparisons_75%;NumberOfTryCatch_25%;NumberOfAssignments_count;NumberOfLogStatements_std;NumberOfAssignments_mean;Returns_max;NumberOfStringLiterals_mean;NumberOfAssignments_75%;MaxNumberOfNestedBlocks_min;NumberOfParameters_CK_50%;NumberOfUniqueWords_std;NumberOfParameters_CK_mean;NumberOfModifiers_25%;NumberOfAssignments_max;WMC_CK_max;NumberOfLogStatements_75%;NumberOfAssignments_25%;NumberOfLambdas_50%;RFC_max;NumberOfNumbers_min;NumberOfAssignments_min;NumberOfVariables_count;NumberOfLoops_min;NumberOfInnerClasses_min;NumberOfVariables_75%;NumberOfInnerClasses_max;MaxNumberOfNestedBlocks_count;Returns_25%;NumberOfLambdas_min;NumberOfParameters_CK_min;RFC_50%;WMC_CK_75%;Returns_min;MaxNumberOfNestedBlocks_50%;NumberOfLoops_75%;Returns_count;NumberOfVariables_min;NumberOfParenthesizedExps_std;RFC_count;NumberOfComparisons_min;MaxNumberOfNestedBlocks_std;NumberOfLogStatements_min;NumberOfAnonymousClasses_max;WMC_CK_count;NumberOfLogStatements_mean;Returns_75%;NumberOfLambdas_max;NumberOfUniqueWords_max;NumberOfTryCatch_min;RFC_std;NumberOfLambdas_count;Returns_mean;NumberOfUniqueWords_25%;NumberOfModifiers_max;RFC_75%;WMC_CK_std;NumberOfVariables_25%;NumberOfAnonymousClasses_mean;NumberOfTryCatch_50%;CBO_25%;NumberOfLoops_mean;RFC_25%;NumberOfParameters_CK_25%;NumberOfComparisons_std;NumberOfParenthesizedExps_mean;NumberOfStringLiterals_min;MaxNumberOfNestedBlocks_25%;NumberOfStringLiterals_25%;NumberOfParameters_CK_75%;NumberOfTryCatch_std;LOCMethod_CK_75%;NumberOfInnerClasses_mean;NumberOfModifiers_mean;NumberOfInnerClasses_std;NumberOfParenthesizedExps_25%;LOCMethod_CK_50%;NumberOfLogStatements_count;NumberOfAnonymousClasses_50%;NumberOfAnonymousClasses_75%;NumberOfComparisons_mean;NumberOfParenthesizedExps_min;NumberOfStringLiterals_count;NumberOfLogStatements_25%;Bugged;NumberOfLoops_25%;CBO_std;NumberOfLambdas_25%;NumberOfComparisons_count;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_count;IsConstructor_freq;NumberOfMathOperations_max;NumberOfUniqueWords_50%;NumberOfUniqueWords_75%;NumberOfNumbers_50%;NumberOfAnonymousClasses_25%;NumberOfVariables_max;NumberOfModifiers_std;NumberOfLambdas_std;NumberOfParameters_CK_std;WMC_CK_mean
49;20.285714285714285;0.0;0.0;8.326530612244897;49.0;0.0;49.0;0.0;3.0;2.0;0.0;49.0;0.0;1.0;0.0;3.0;2.0;0.0;31.0;1.0;49.0;49.0;8.345127707985363;0.0;0.3877551020408163;1.0;0.0;4.0;1.1331432413610278;4.0;49.0;1;0.0;0.0;49.0;0.0;49.0;0.0;7.0;0.061224489795918366;3.375204705306196;0.0;3.0;0.0;0.0;3.1428571428571432;2.8270739181661857;0.0;5.0;0.0;18.0;1.0;0.32653061224489793;0.0;49.0;1.0;2.5819888974716108;1.326530612244898;0.0;0.6122448979591837;0.6888321972137825;8.0;0.0;0.0;1.0;1.106566670344976;0.0;1.3877551020408163;5.0;0.0;1.0;49.0;49.0;0.0;False;1.0;0.0;0.9044485672963132;1.0;1.0;0.0;49.0;0.0;1.9387755102040816;3.0;0.5714285714285714;3.0;0.0;1.0;10.531698185319721;0.979591836734694;1.0;17.0;11.0;0.0;0.0;0.0;18.0;0.0;0.0;49.0;0.0;0.0;1.0;0.0;49.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;49.0;0.0;0.7065052440456091;49.0;0.0;0.8615955772724871;0.0;0.0;49.0;0.0;1.0;0.0;59.0;0.0;4.0155946010522525;49.0;0.8775510204081632;13.0;4.0;6.0;2.237208537623689;0.0;0.0;0.0;0.0;0.32653061224489793;0.0;0.0;1.136515141415488;0.20408163265306126;0.0;0.0;0.0;1.0;0.24222607082590245;10.0;0.0;1.2653061224489797;0.0;0.0;3.0;49.0;0.0;0.0;0.5714285714285714;0.0;49.0;0.0;False;0.0;1.1616754262350424;0.0;49.0;3.0;49.0;49.0;7.0;16.0;23.0;0.0;0.0;15.0;0.7295977831449793;0.0;1.1084861282842646;2.489795918367347
16;19.4375;0.0;0.0;7.875;16.0;0.25;16.0;0.0;3.0;2.0;0.0;16.0;0.0;1.0;0.0;2.0;1.0;0.0;28.0;0.0;16.0;16.0;9.135097153287424;0.0;0.125;1.0;0.0;5.0;0.3415650255319866;0.0;16.0;1;0.0;0.0;16.0;0.0;16.0;0.0;1.0;0.0;2.3012677665437664;0.0;3.0;0.0;0.0;3.5;2.187083293643233;0.0;4.0;0.0;4.0;1.0;0.0625;0.0;16.0;1.0;1.095445115010332;1.375;0.0;0.6875;0.6020797289396148;9.0;0.0;0.0;1.0;0.25;0.0;1.125;2.0;0.0;0.0;16.0;16.0;0.0;False;1.0;0.0;0.4472135954999579;0.25;0.25;0.0;16.0;0.0;1.3125;1.0;0.5;1.25;0.0;1.0;10.757749144996211;1.0;1.0;7.0;8.0;0.0;0.0;0.0;16.0;0.0;0.0;16.0;0.0;0.0;0.5;0.0;16.0;0.75;0.0;0.0;1.0;2.0;0.0;0.0;0.25;16.0;0.0;0.0;16.0;0.0;1.3524668819112229;0.0;0.0;16.0;0.0;1.0;0.0;43.0;0.0;5.278888771954442;16.0;0.75;12.0;4.0;4.5;2.112463017427761;0.0;0.0;0.0;0.0;0.3125;0.0;0.0;0.7187952884282609;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;1.4375;0.0;0.0;3.0;16.0;0.0;0.0;0.375;0.0;16.0;0.0;False;0.0;1.4548768561863463;0.0;16.0;4.0;16.0;16.0;1.0;14.5;21.5;0.0;0.0;6.0;1.3149778198382918;0.0;1.2649110640673518;2.0625
18;17.444444444444443;0.0;1.0;7.722222222222222;18.0;1.5;18.0;0.0;3.0;1.0;0.0;18.0;1.0;1.0;0.0;1.0;0.5;0.0;25.0;0.5;18.0;18.0;7.077765978176311;0.0;0.3333333333333333;1.0;0.0;2.0;1.4142135623730956;0.0;18.0;1;0.0;0.0;18.0;0.0;18.0;0.0;6.0;0.0;1.7149858514250884;0.0;3.0;0.0;0.0;2.4444444444444446;1.4950900031928038;0.0;2.0;0.0;6.0;1.0;0.1111111111111111;0.0;18.0;1.0;2.0548046676563256;0.6666666666666666;0.0;0.6666666666666666;0.3834824944236852;11.0;0.0;0.0;1.0;0.3233808333817773;0.0;0.6666666666666666;6.0;0.0;0.0;18.0;18.0;0.0;False;1.75;0.0;0.9428090415820634;1.0;0.0;0.0;18.0;0.3233808333817773;1.0;4.0;1.1111111111111112;1.0;0.0;0.0;10.233866627223106;0.5;1.0;7.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;18.0;0.0;0.0;0.75;0.0;18.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;18.0;0.0;0.0;18.0;0.0;0.9074852129730302;0.0;0.0;18.0;0.1111111111111111;1.0;0.0;50.0;0.0;3.1664086582198565;18.0;0.7777777777777778;11.0;32.0;4.75;2.444815776905601;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;1.6735153404648675;0.0;0.0;0.0;0.0;1.0;0.0;8.75;0.0;3.2777777777777777;0.0;0.0;3.0;18.0;0.0;0.0;0.7222222222222222;0.0;18.0;0.0;False;0.0;0.7669649888473704;0.0;18.0;3.0;18.0;18.0;1.0;15.5;17.0;0.0;0.0;6.0;7.258306037633553;0.0;0.6183469424008423;2.2777777777777777
3;25.0;1.0;1.0;10.333333333333334;3.0;3.5;3.0;0.0;6.5;3.5;0.0;3.0;2.0;1.0;3.0;0.0;3.0;0.5;18.0;2.0;3.0;3.0;6.6583281184793925;0.5;0.3333333333333333;1.0;0.0;4.0;0.5773502691896258;0.0;3.0;1;0.0;0.0;3.0;1.0;3.0;0.0;1.0;0.0;1.5275252316519468;1.0;6.0;0.0;1.0;4.333333333333333;2.0816659994661326;0.0;4.0;0.0;4.0;2.0;0.6666666666666666;2.0;3.0;2.0;2.081665999466133;3.0;0.0;1.0;0.0;19.0;0.0;0.0;1.5;1.1547005383792517;0.0;1.6666666666666667;1.0;0.0;0.0;3.0;3.0;0.0;False;2.0;0.0;0.5773502691896257;1.5;1.0;0.0;3.0;1.1547005383792517;2.333333333333333;2.0;2.333333333333333;3.0;0.0;1.0;5.291502622129181;1.6666666666666667;1.5;4.0;4.0;1.0;1.5;0.0;9.0;0.0;1.0;3.0;0.0;0.0;2.5;0.0;3.0;1.0;0.0;0.0;3.0;3.0;1.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;0.6666666666666666;1.5;0.0;29.0;0.0;4.163331998932266;3.0;1.3333333333333333;23.0;2.0;6.0;1.5275252316519463;0.5;0.0;0.0;2.5;0.0;2.0;0.5;0.5773502691896258;0.0;0.0;0.5;1.5;2.5;0.0;12.5;0.0;1.6666666666666667;0.0;0.0;7.0;3.0;0.0;0.0;0.6666666666666666;0.0;3.0;0.0;False;0.0;1.0;0.0;3.0;2.0;3.0;3.0;2.0;27.0;28.0;0.0;0.0;4.0;0.5773502691896257;0.0;2.0816659994661326;2.333333333333333
15;28.86666666666667;0.5;9.0;15.533333333333333;15.0;0.0;15.0;0.0;11.0;0.0;0.0;15.0;1.0;2.0;0.0;0.0;0.0;2.0;32.0;4.0;15.0;15.0;6.7174258108154445;1.0;1.0;2.0;0.0;1.0;1.1952286093343936;1.0;15.0;1;1.0;0.0;15.0;0.0;15.0;0.0;3.0;0.6;3.6774732526300618;2.0;3.0;0.0;2.0;4.2;1.9444671200491876;0.0;3.0;0.0;6.0;9.0;0.26666666666666666;0.0;15.0;6.0;1.7994708216848747;0.06666666666666668;0.0;1.4666666666666666;0.0;21.0;0.0;0.0;3.0;0.4577377082170635;0.0;1.9333333333333331;4.0;0.0;2.0;15.0;15.0;0.0;False;9.0;0.0;0.9611501047232548;2.0;4.0;0.0;15.0;0.3518657752744984;3.6666666666666665;3.0;0.6666666666666666;7.0;0.0;2.0;9.140699150085892;1.6;9.0;9.0;8.0;0.0;0.0;0.0;9.0;0.0;0.0;15.0;0.0;0.0;4.0;0.0;15.0;1.0;0.0;1.0;5.0;7.0;1.0;2.0;0.0;15.0;0.0;0.3518657752744984;15.0;0.0;0.6399404734221844;0.0;0.0;15.0;0.13333333333333333;3.0;0.0;55.0;0.0;4.0918036539962594;15.0;1.9333333333333331;21.0;9.0;8.5;2.1865389045137937;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.5946338585572373;0.13333333333333333;0.0;1.0;0.0;2.0;0.6324555320336759;19.0;0.0;9.0;0.0;0.0;18.0;15.0;0.0;0.0;2.4;0.0;15.0;0.0;False;0.0;0.25819888974716115;0.0;15.0;2.0;15.0;15.0;1.0;31.0;32.0;0.0;0.0;4.0;0.0;0.0;0.6324555320336759;5.066666666666666
32;22.96875;0.0;9.0;3.46875;32.0;0.0;32.0;0.0;3.0;1.0;0.0;32.0;0.0;1.0;0.0;1.0;0.0;0.0;13.0;0.0;32.0;32.0;1.8313466753078975;0.0;0.15625;1.0;0.0;2.0;0.5741403110513958;3.0;32.0;1;0.0;0.0;32.0;0.0;32.0;1.0;3.0;0.0;0.5741403110513958;0.0;3.0;0.0;0.0;0.8125;0.5741403110513958;0.0;3.0;0.0;0.0;9.0;0.15625;0.0;32.0;2.0;0.0;0.4375;0.0;0.09375;0.1767766952966369;16.0;2.25;0.0;2.0;0.5741403110513958;0.0;0.15625;2.0;0.0;0.0;32.0;32.0;0.0;False;9.0;0.0;0.1767766952966369;0.0;1.0;0.0;32.0;0.0;0.15625;2.0;0.0;0.0;0.0;2.0;6.161715172820612;1.96875;9.0;3.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;32.0;1.0;0.0;1.0;1.0;3.0;1.0;0.0;0.0;32.0;0.0;1.070122091316024;32.0;0.0;0.3901509219974802;0.0;0.0;32.0;0.0;1.0;0.0;49.0;0.0;0.8206016675429032;32.0;1.03125;18.75;10.0;1.25;0.7233156184342819;0.0;0.0;0.0;0.0;0.03125;0.0;1.0;0.6015772280350401;1.375;0.0;0.0;0.0;3.0;0.0;3.0;0.0;9.03125;0.0;1.0;3.0;32.0;0.0;0.0;0.34375;0.0;32.0;0.0;False;0.0;0.564400909900732;0.0;32.0;2.0;32.0;32.0;3.0;21.0;25.0;0.0;0.0;3.0;0.1767766952966369;0.0;0.7822372794046079;2.15625
1;6.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;True;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;False;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
10;10.5;0.0;1.0;4.5;10.0;0.0;10.0;0.0;3.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;0.5;10.0;10.0;3.3747427885527643;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;1;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.1;0.5270462766947299;0.0;3.0;0.0;0.0;0.5;0.31622776601683794;0.0;1.0;0.0;5.0;1.0;0.0;0.0;10.0;1.0;1.5811388300841898;0.0;0.0;0.1;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.1;0.0;0.0;1.0;10.0;10.0;0.0;False;1.0;0.0;0.5163977794943223;0.0;0.0;0.0;10.0;0.0;0.5;1.0;0.5;1.0;0.0;0.0;3.749073959733997;0.4;1.0;1.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.31622776601683794;0.0;0.0;10.0;0.0;1.0;0.0;16.0;0.0;1.0801234497346437;10.0;0.6;8.0;1.0;0.0;0.31622776601683794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.31622776601683794;3.0;0.0;1.0;0.0;0.0;3.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;False;0.0;0.0;0.0;10.0;1.0;10.0;10.0;0.0;8.0;14.5;0.0;0.0;1.0;0.0;0.0;0.5163977794943223;1.1
7;32.0;0.5;1.0;17.857142857142858;7.0;0.5;7.0;0.0;8.0;1.5;0.0;7.0;0.0;2.0;0.0;2.0;1.0;3.5;61.0;2.0;7.0;7.0;19.46302966676884;1.0;2.7142857142857144;2.0;0.0;3.0;4.423960733486291;2.0;7.0;2;0.0;0.0;7.0;1.0;7.0;0.0;12.0;0.0;7.559289460184544;0.0;6.0;0.0;1.0;3.571428571428572;5.859465277082316;0.0;2.0;0.0;3.0;4.0;0.42857142857142855;0.0;7.0;3.0;1.1338934190276821;1.1428571428571428;0.0;1.4285714285714286;0.7867957924694431;14.0;0.5;0.0;2.5;0.7867957924694431;0.0;3.0;3.0;0.0;0.0;7.0;7.0;0.0;False;4.0;0.0;2.8784916685156974;1.5;1.0;0.0;7.0;0.0;4.142857142857143;9.0;0.5714285714285714;3.0;1.0;1.0;15.48117135964416;1.2857142857142858;4.0;21.0;19.0;0.0;0.0;0.0;10.0;0.0;0.0;7.0;0.0;0.0;2.5;0.0;7.0;1.5;0.0;1.0;3.0;6.0;1.0;1.0;0.5;7.0;0.0;0.7867957924694431;7.0;1.0;0.7867957924694431;0.0;0.0;7.0;0.0;4.5;0.0;54.0;0.0;3.101458950082625;7.0;3.4285714285714284;21.0;4.0;4.0;6.067085281214019;0.0;0.0;0.0;0.5;0.42857142857142855;1.5;1.0;0.7559289460184545;0.42857142857142855;0.0;1.0;0.0;1.5;0.0;15.0;0.0;3.571428571428572;0.0;0.0;12.0;7.0;0.0;0.0;1.2857142857142858;0.0;7.0;0.0;False;0.0;1.0690449676496974;0.0;7.0;3.0;7.0;6.0;2.0;28.0;43.0;0.0;0.0;16.0;1.1338934190276817;0.0;0.4879500364742666;5.857142857142858
15;25.73333333333333;0.0;1.0;4.733333333333333;15.0;0.0;15.0;0.0;3.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;15.0;15.0;3.390462814312833;0.0;0.06666666666666668;1.0;0.0;4.0;0.25819888974716115;0.0;15.0;2;0.0;0.0;15.0;0.0;15.0;0.0;1.0;0.0;1.1629191512658792;0.0;3.0;0.0;0.0;0.7333333333333333;0.5606119105813882;0.0;2.0;0.0;1.0;1.0;0.0;0.0;15.0;1.0;0.2581988897471611;0.3333333333333333;0.0;0.26666666666666666;0.0;14.0;0.0;0.0;1.0;0.0;0.0;0.2;2.0;0.0;0.0;15.0;15.0;0.0;False;1.0;0.0;0.8997354108424375;0.0;0.0;0.0;15.0;0.0;1.0666666666666669;3.0;0.06666666666666668;1.0;0.0;1.0;9.981888360330187;0.6;1.0;4.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;15.0;0.0;0.0;15.0;0.0;0.5936168397046637;0.0;0.0;15.0;0.0;1.0;0.0;45.0;0.0;1.791514389985135;15.0;0.6666666666666666;16.5;1.0;0.0;0.9102589898327996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7237468644557459;0.0;0.0;0.0;0.0;1.0;0.0;4.5;0.0;1.0;0.0;0.0;3.0;15.0;0.0;0.0;0.3333333333333333;0.0;15.0;0.0;False;0.0;1.0465362369445672;0.0;15.0;2.0;15.0;14.0;0.0;27.0;31.5;0.0;0.0;2.0;0.0;0.0;0.6324555320336759;1.4
37;19.83783783783784;0.0;0.0;8.297297297297295;37.0;1.0;37.0;0.0;3.0;1.0;0.0;37.0;3.0;1.0;0.0;1.0;0.0;0.0;51.0;1.0;37.0;37.0;9.777709527471329;0.0;0.21621621621621626;1.0;0.0;4.0;0.583815759328952;1.0;37.0;1;0.0;0.0;37.0;0.0;37.0;0.0;3.0;0.21621621621621626;2.0474843570079337;0.0;3.0;0.0;0.0;2.45945945945946;1.4488268009320848;0.0;4.0;0.0;5.0;1.0;0.21621621621621626;0.0;37.0;1.0;1.2834123059824334;0.4594594594594595;0.0;0.6216216216216216;0.3465834966066909;4.0;0.0;0.0;1.0;0.4793012932694108;0.0;0.8918918918918919;4.0;0.0;2.0;37.0;37.0;0.0;False;2.0;0.0;0.6598753180983778;1.0;1.0;0.0;37.0;0.5155247479663471;1.5945945945945943;3.0;0.7297297297297297;2.0;0.0;1.0;14.378829950686207;0.6486486486486487;1.0;9.0;14.0;0.0;0.0;0.0;18.0;0.0;0.0;37.0;0.0;0.0;1.0;0.0;37.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;37.0;0.0;0.2767247306920301;37.0;0.0;0.8929150560368535;0.0;0.0;37.0;0.10810810810810813;1.0;0.0;58.0;0.0;3.9199957099933616;37.0;0.8108108108108109;10.0;36.0;3.0;2.5627265885317474;0.0;0.0;0.0;0.0;0.13513513513513514;0.0;0.0;0.7671952740916674;0.08108108108108109;0.0;0.0;0.0;1.0;0.534121039920059;9.0;0.0;2.3783783783783785;0.0;0.0;4.0;37.0;0.0;0.0;0.4594594594594595;0.0;37.0;0.0;False;0.0;0.8364805435272836;0.0;37.0;3.0;37.0;37.0;2.0;16.0;22.0;0.0;0.0;6.0;5.722039998264758;0.0;0.8568746899250987;2.3513513513513518
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;23.75;1.0;0.0;10.25;20.0;2.5;20.0;0.0;3.0;2.0;0.22360679774997894;20.0;3.0;1.0;0.5;2.0;2.0;0.25;44.0;0.0;20.0;20.0;10.671531237239034;0.0;0.5;1.0;0.0;4.0;1.0;6.0;20.0;2;0.0;0.0;20.0;0.0;20.0;0.0;3.0;0.05;3.3340350138659627;0.0;3.0;0.0;0.0;4.4;1.6827296120792612;0.0;4.0;0.0;8.0;1.0;0.65;0.0;20.0;1.5;2.510504247944498;1.8;0.0;0.8;0.44721359549995787;11.0;0.0;0.0;1.0;1.0894228312566052;0.0;0.9;7.0;0.0;1.0;20.0;20.0;0.0;False;2.0;0.0;0.5871429486123998;1.0;1.0;0.0;20.0;0.8207826816681233;1.8;2.0;1.75;1.5;0.0;1.0;11.48397052187824;1.2;1.0;13.0;13.0;0.25;0.0;0.0;15.0;0.0;0.0;20.0;0.0;0.0;1.0;0.0;20.0;0.0;0.0;0.0;3.0;3.5;0.0;0.0;0.0;20.0;0.0;1.3484884325167863;20.0;0.0;1.105012502906165;0.0;1.0;20.0;0.4;1.0;0.0;47.0;0.0;4.627150993407227;20.0;0.65;13.0;4.0;6.5;3.2118202741878648;0.0;0.05;0.0;1.75;0.1;1.0;0.0;2.074912807299318;0.35;0.0;0.0;0.0;2.0;0.22360679774997894;15.5;0.0;1.8;0.0;0.0;6.0;20.0;0.0;0.0;1.1;0.0;20.0;0.0;False;0.0;0.8944271909999159;0.0;20.0;3.0;20.0;19.0;4.0;20.0;31.0;0.0;0.0;6.0;1.2396943596157717;0.0;1.2396943596157717;3.0
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
